APPL_ID,ACC_DATE,Riparian,Pre1914
S018625,12/29/2011,,Y
S020097,07/11/2012,Y,Y
S020996,04/05/2012,Y,Y
S021980,09/21/2012,Y,Y
S019606,12/19/2011,Y,Y
S020414,12/20/2011,Y,Y
S021607,08/23/2012,Y,Y
S017782,11/03/2011,Y,Y
S020820,12/29/2011,Y,Y
S018802,01/03/2012,Y,Y
S018824,01/03/2012,Y,Y
S022483,02/26/2013,Y,Y
S020808,12/29/2011,Y,Y
S018685,12/29/2010,,Y
S018510,01/06/2012,Y,Y
S023084,09/04/2013,Y,Y
S018793,11/09/2011,Y,Y
S019044,12/14/2011,Y,Y
S017509,04/20/2012,Y,Y
S023674,10/29/2013,Y,Y
S023737,11/21/2013,Y,Y
S018373,11/01/2011,Y,Y
S024317,02/06/2014,,Y
S024773,04/09/2015,,Y
S024205,01/21/2014,,Y
S024248,01/22/2014,,Y
S023928,12/16/2013,,Y
S024334,02/07/2014,,Y
S025515,06/23/2016,Y,Y
S025868,10/31/2016,,Y
S000413,10/22/1965,,Y
S001314,06/23/1967,,Y
S001804,01/01/1967,,Y
S002491,07/03/1967,,Y
S002697,01/01/1967,,Y
S010649,11/27/1981,,Y
S010651,11/27/1981,,Y
S010652,11/27/1981,,Y
S013354,03/01/1990,,Y
S013419,05/02/1990,,Y
S013605,03/25/1991,,Y
S013715,07/12/1991,Y,Y
S000471,03/30/1967,Y,Y
S000532,04/10/1967,,Y
S015431,11/11/2002,,Y
S000860,06/12/1967,,Y
S000942,06/12/1967,,Y
S001233,01/01/1967,,Y
S004679,01/01/1969,,Y
S004690,01/01/1969,,Y
S004743,01/01/1969,Y,Y
S014351,01/28/1995,,Y
S008669,01/01/1976,,Y
S014791,01/16/1998,Y,Y
S014805,06/05/1997,,Y
S006307,01/01/1970,Y,Y
S007778,01/01/1971,,Y
S015367,05/17/2000,,Y
S021851,09/12/2012,Y,Y
S015937,01/03/2006,,Y
S016241,04/17/2009,Y,Y
S016405,07/06/2009,Y,Y
S017017,07/13/2011,Y,Y
S016966,07/12/2011,Y,Y
S016159,09/12/2008,Y,Y
S016864,06/25/2010,Y,Y
S017235,06/25/2010,Y,Y
S017247,06/25/2010,Y,Y
S016388,04/20/2009,Y,Y
S018959,08/23/2010,Y,Y
S021049,07/06/2012,Y,Y
S021057,07/06/2012,Y,Y
S017917,10/06/2011,Y,Y
S021409,08/09/2012,Y,Y
S022189,10/26/2012,Y,Y
S022076,10/02/2012,Y,Y
S022321,11/13/2012,Y,Y
S019066,12/16/2011,Y,Y
S017953,10/17/2011,Y,Y
S018836,01/05/2012,Y,Y
S020622,02/03/2012,Y,Y
S020027,12/23/2011,,Y
S023159,09/17/2013,Y,Y
S019702,01/04/2012,Y,Y
S020164,02/16/2012,,Y
S023152,09/16/2013,Y,Y
S020899,12/28/2011,Y,Y
S019086,12/16/2011,Y,Y
S023863,12/05/2013,Y,Y
S021561,08/22/2012,Y,Y
S017828,05/14/2012,Y,Y
S023628,10/25/2013,Y,Y
S017923,10/12/2011,Y,Y
S020305,12/29/2011,Y,Y
S023823,12/03/2013,Y,Y
S018978,01/03/2012,Y,Y
S023409,10/09/2013,Y,Y
S023875,12/09/2013,Y,Y
S020334,03/06/2012,,Y
S020860,01/03/2012,Y,Y
S018820,12/01/2011,Y,Y
S022701,06/04/2013,,Y
S023433,10/10/2013,Y,Y
S018749,11/09/2011,Y,Y
S024843,05/15/2015,Y,Y
S024301,02/06/2014,,Y
S024912,07/03/2015,,Y
S025493,06/14/2016,Y,Y
S026581,08/01/2017,,Y
S026436,07/18/2017,Y,Y
S027418,10/12/2017,Y,Y
S026863,08/17/2017,Y,Y
S027336,09/25/2017,Y,Y
S000034,11/10/1966,,Y
S001294,06/23/1967,,Y
S001754,01/01/1967,,Y
S010150,11/12/1980,Y,Y
S002443,01/01/1967,,Y
S012951,03/04/1987,,Y
S002558,01/01/1967,Y,Y
S013290,11/06/1989,,Y
S002768,01/01/1967,,Y
S002954,01/01/1967,Y,Y
S013547,10/26/1990,Y,Y
S013604,03/25/1991,,Y
S000461,03/30/1967,Y,Y
S000502,04/04/1967,Y,Y
S015524,03/17/2004,,Y
S000841,06/12/1967,,Y
S000925,06/12/1967,,Y
S000999,01/01/1967,,Y
S001014,01/01/1967,,Y
S001156,06/22/1967,,Y
S013791,03/02/1992,,Y
S013941,05/26/1992,,Y
S004994,01/01/1970,Y,Y
S012316,01/23/1986,Y,Y
S014566,03/12/1996,Y,Y
S014574,05/13/1996,,Y
S005660,01/01/1970,Y,Y
S006212,01/01/1970,,Y
S008811,06/03/1976,,Y
S015027,01/13/1999,,Y
S006939,01/01/1971,,Y
S009364,08/08/1977,Y,Y
S015339,01/18/2000,,Y
S008366,01/01/1974,Y,Y
S021849,09/12/2012,Y,Y
S024402,05/12/2014,,Y
S015938,01/03/2006,,Y
S016183,01/05/2009,Y,Y
S016744,07/06/2011,Y,Y
S016295,04/22/2009,Y,Y
S016191,10/28/2009,Y,Y
S016654,06/25/2010,Y,Y
S017225,07/20/2011,Y,Y
S017212,07/20/2011,Y,Y
S016177,10/14/2008,Y,Y
S016451,04/28/2009,Y,Y
S018977,06/30/2010,Y,Y
S021228,07/30/2012,,Y
S020964,01/19/2012,,Y
S021006,04/09/2012,Y,Y
S017514,09/09/2011,Y,Y
S017883,10/10/2011,Y,Y
S022440,01/31/2013,Y,Y
S020759,12/20/2011,Y,Y
S020198,02/15/2012,Y,Y
S020782,12/21/2011,Y,Y
S020327,12/30/2011,Y,Y
S017876,10/12/2011,Y,Y
S019149,11/18/2011,Y,Y
S023771,11/26/2013,Y,Y
S018314,10/26/2011,Y,Y
S021004,09/04/2012,Y,Y
S017374,04/30/2012,Y,Y
S023276,09/30/2013,Y,Y
S023339,10/04/2013,Y,Y
S023604,10/23/2013,Y,Y
S017998,10/25/2011,Y,Y
S021604,08/23/2012,Y,Y
S016552,04/04/2012,Y,Y
S018319,10/27/2011,Y,Y
S021426,08/10/2012,Y,Y
S022242,10/23/2012,,Y
S018611,11/03/2011,Y,Y
S019744,12/20/2011,Y,Y
S021274,08/02/2012,Y,Y
S019826,12/21/2011,Y,Y
S023542,10/18/2013,,Y
S017864,10/17/2011,Y,Y
S023792,11/27/2013,Y,Y
S018044,10/27/2011,Y,Y
S023348,10/07/2013,Y,Y
S020875,01/26/2012,Y,Y
S019680,12/20/2011,Y,Y
S023300,10/01/2013,,Y
S019835,11/28/2011,,Y
S020674,12/16/2011,Y,Y
S020401,12/19/2011,Y,Y
S018502,01/06/2012,Y,Y
S020709,07/19/2012,,Y
S017398,04/30/2012,,Y
S018652,01/30/2012,Y,Y
S023758,11/25/2013,Y,Y
S021304,08/03/2012,Y,Y
S024040,12/31/2013,Y,Y
S024296,02/06/2014,,Y
S024866,06/12/2015,Y,Y
S026263,06/28/2017,Y,Y
S027894,08/27/2018,Y,Y
S028113,03/29/2019,Y,Y
S028138,05/17/2019,Y,Y
S026928,08/22/2017,Y,Y
S027987,10/15/2018,Y,Y
S026723,08/07/2017,,Y
S028060,12/28/2018,Y,Y
S027856,07/17/2018,Y,Y
S000123,01/10/1967,,Y
S000312,11/29/1966,,Y
S000429,03/21/1967,Y,Y
S001498,01/01/1967,,Y
S001725,01/01/1967,,Y
S002136,07/03/1967,,Y
S010271,01/12/1981,,Y
S010431,06/30/1981,,Y
S002528,07/03/1967,,Y
S013320,01/02/1989,Y,Y
S002909,07/17/1967,,Y
S013400,04/27/1990,,Y
S013551,01/07/1991,Y,Y
S000736,05/29/1967,,Y
S000975,06/12/1967,,Y
S000984,01/01/1967,,Y
S004393,01/01/1968,,Y
S014409,07/05/1995,Y,Y
S005295,01/01/1970,Y,Y
S008675,01/01/1976,Y,Y
S008946,09/16/1976,,Y
S009035,06/29/1976,,Y
S015009,10/08/1998,Y,Y
S022405,01/07/2013,Y,Y
S016092,11/26/2007,,Y
S016993,07/12/2011,,Y
S017166,07/01/2010,Y,Y
S016414,06/21/2010,Y,Y
S017255,07/16/2010,Y,Y
S016910,07/12/2011,Y,Y
S017337,07/01/2010,Y,Y
S017598,08/08/2011,Y,Y
S017305,08/18/2011,Y,Y
S021793,09/05/2012,Y,Y
S018734,01/31/2012,,Y
S021764,09/06/2012,,Y
S020962,12/20/2011,Y,Y
S021247,08/01/2012,Y,Y
S018566,11/14/2011,Y,Y
S021136,07/24/2012,,Y
S022588,05/13/2013,,Y
S023040,08/27/2013,Y,Y
S020870,01/26/2012,Y,Y
S023624,10/25/2013,Y,Y
S018253,09/26/2011,Y,Y
S018799,11/09/2011,Y,Y
S018906,11/18/2011,Y,Y
S021812,09/11/2012,Y,Y
S017527,09/09/2011,Y,Y
S022492,04/29/2013,Y,Y
S022578,05/10/2013,,Y
S018465,06/25/2012,Y,Y
S021059,07/06/2012,Y,Y
S019467,12/15/2011,Y,Y
S017946,10/14/2011,Y,Y
S019726,08/09/2012,Y,Y
S021085,07/10/2012,Y,Y
S017927,05/21/2012,Y,Y
S018549,11/10/2011,Y,Y
S023853,12/04/2013,Y,Y
S019734,02/17/2012,Y,Y
S018621,12/28/2011,Y,Y
S021025,03/30/2012,,Y
S019457,12/14/2011,Y,Y
S019112,11/16/2011,Y,Y
S018972,11/22/2011,Y,Y
S024147,01/14/2014,Y,Y
S024474,07/25/2014,,Y
S024723,01/27/2015,Y,Y
S025160,08/18/2015,Y,Y
S024305,02/06/2014,,Y
S026006,02/14/2017,Y,Y
S025794,09/07/2016,Y,Y
S026126,05/18/2017,Y,Y
S026437,07/18/2017,Y,Y
S027728,05/23/2018,,Y
S026739,08/08/2017,Y,Y
S028044,12/14/2018,,Y
S015100,09/09/1999,,Y
S000040,11/17/1966,Y,Y
S000383,01/03/1965,,Y
S001268,06/23/1967,,Y
S001313,06/23/1967,,Y
S001454,06/21/1967,,Y
S001691,01/01/1967,,Y
S001708,01/01/1967,,Y
S001843,01/01/1967,,Y
S002070,01/01/1967,,Y
S002126,01/01/1967,,Y
S010405,06/29/1981,,Y
S002496,07/03/1967,,Y
S002688,01/01/1967,,Y
S010609,11/27/1981,,Y
S010625,11/27/1981,,Y
S010644,11/27/1981,,Y
S010650,11/27/1981,,Y
S010653,11/27/1981,,Y
S002857,01/01/1967,,Y
S010735,01/27/1982,Y,Y
S010772,04/19/1982,,Y
S010855,06/22/1982,,Y
S003174,08/22/1967,,Y
S000610,04/27/1967,,Y
S003238,01/01/1967,Y,Y
S015492,01/29/2004,,Y
S004333,01/01/1968,,Y
S014039,07/06/1993,,Y
S014041,06/30/1993,Y,Y
S005265,01/01/1970,,Y
S012499,06/04/1986,Y,Y
S008672,01/13/1976,,Y
S008763,06/03/1976,,Y
S014779,12/08/1997,,Y
S014907,01/02/1998,,Y
S009178,04/01/1977,,Y
S015063,12/15/2000,,Y
S009351,08/18/1977,,Y
S015295,09/16/2002,Y,Y
S015397,04/14/2003,Y,Y
S009653,10/25/1978,Y,Y
S016413,04/20/2009,Y,Y
S017277,06/25/2010,Y,Y
S016193,04/20/2009,,Y
S016995,06/21/2010,Y,Y
S017264,06/25/2010,Y,Y
S016428,04/13/2009,Y,Y
S021695,09/06/2012,Y,Y
S017960,10/18/2011,Y,Y
S020329,12/30/2011,Y,Y
S017781,11/03/2011,Y,Y
S022082,10/02/2012,,Y
S017868,10/13/2011,Y,Y
S021836,09/12/2012,Y,Y
S021922,09/18/2012,Y,Y
S021316,08/07/2012,Y,Y
S021500,08/15/2012,Y,Y
S018809,01/03/2012,,Y
S023440,10/11/2013,Y,Y
S020071,12/28/2011,Y,Y
S018842,01/05/2012,Y,Y
S023247,09/26/2013,Y,Y
S020615,12/19/2011,Y,Y
S023139,09/13/2013,,Y
S023099,08/05/2013,Y,Y
S019684,12/22/2011,Y,Y
S017311,08/23/2011,Y,Y
S017957,10/18/2011,Y,Y
S021027,03/30/2012,,Y
S020783,12/21/2011,Y,Y
S021400,08/08/2012,Y,Y
S021689,09/06/2012,Y,Y
S016899,04/05/2012,,Y
S017786,10/06/2011,Y,Y
S018742,01/31/2012,Y,Y
S018609,12/28/2011,Y,Y
S020297,12/22/2011,Y,Y
S018822,01/03/2012,Y,Y
S018662,01/31/2012,Y,Y
S023742,11/21/2013,Y,Y
S018386,11/04/2011,Y,Y
S018286,09/23/2011,Y,Y
S021923,09/18/2012,Y,Y
S019413,12/12/2011,Y,Y
S018690,01/31/2012,Y,Y
S016712,04/02/2012,Y,Y
S019610,07/05/2012,Y,Y
S018813,11/30/2011,Y,Y
S021280,08/03/2012,Y,Y
S021303,08/03/2012,Y,Y
S024264,01/23/2014,Y,Y
S024297,02/06/2014,,Y
S024865,06/12/2015,Y,Y
S025511,06/21/2016,Y,Y
S025763,09/01/2016,Y,Y
S025802,09/20/2016,Y,Y
S025563,07/28/2016,Y,Y
S027366,09/27/2017,Y,Y
S028134,05/03/2019,Y,Y
S000133,01/10/1967,,Y
S000391,12/03/1965,,Y
S000448,03/30/1967,Y,Y
S001453,06/21/1967,,Y
S001506,01/01/1967,,Y
S001751,01/01/1967,,Y
S001844,01/01/1967,,Y
S010640,11/27/1981,,Y
S010867,07/21/1982,Y,Y
S003164,08/18/1967,,Y
S003281,01/01/1967,,Y
S011471,03/19/1987,,Y
S000897,06/12/1967,,Y
S001076,01/01/1967,Y,Y
S013844,10/20/1992,Y,Y
S001213,01/01/1967,,Y
S004439,01/01/1968,,Y
S004683,01/01/1969,,Y
S004708,01/01/1969,,Y
S014198,08/01/1994,,Y
S014984,07/15/1997,Y,Y
S006777,01/01/1971,,Y
S007603,01/01/1971,Y,Y
S009065,12/08/1976,,Y
S015067,12/15/2000,,Y
S015104,01/05/2000,Y,Y
S008377,01/01/1974,,Y
S009671,11/30/1978,Y,Y
S024504,08/04/2014,,Y
S016854,07/07/2011,Y,Y
S016271,04/21/2009,Y,Y
S016908,07/11/2011,Y,Y
S016438,06/29/2010,Y,Y
S021291,08/03/2012,Y,Y
S020231,12/22/2011,Y,Y
S021531,08/20/2012,Y,Y
S022170,10/16/2012,Y,Y
S022334,11/15/2012,,Y
S017764,11/03/2011,Y,Y
S022572,05/09/2013,,Y
S020266,02/16/2012,,Y
S020519,12/22/2011,Y,Y
S019957,07/11/2012,Y,Y
S019170,01/11/2012,Y,Y
S018540,11/04/2011,Y,Y
S019698,01/04/2012,Y,Y
S019359,12/01/2011,Y,Y
S019023,12/12/2011,Y,Y
S019097,12/16/2011,Y,Y
S019498,12/19/2011,Y,Y
S021153,07/25/2012,Y,Y
S017589,09/20/2011,Y,Y
S022575,05/10/2013,,Y
S018111,11/03/2011,Y,Y
S019588,12/20/2011,Y,Y
S017821,10/18/2011,Y,Y
S016828,04/03/2012,Y,Y
S023818,12/02/2013,Y,Y
S023614,10/23/2013,,Y
S018469,12/09/2011,Y,Y
S018232,09/26/2011,Y,Y
S018015,10/21/2011,Y,Y
S023035,08/27/2013,,Y
S018497,12/12/2011,Y,Y
S019041,12/14/2011,Y,Y
S023077,09/03/2013,Y,Y
S018379,11/01/2011,Y,Y
S021063,04/04/2012,Y,Y
S024683,10/29/2014,Y,Y
S024257,01/23/2014,Y,Y
S024788,04/14/2015,Y,Y
S024548,08/20/2014,Y,Y
S023973,12/19/2013,,Y
S025214,09/23/2015,Y,Y
S026043,03/01/2017,Y,Y
S025571,07/29/2016,Y,Y
S027792,07/05/2018,Y,Y
S026566,07/31/2017,Y,Y
S000445,03/30/1967,Y,Y
S002134,07/03/1967,,Y
S002409,01/01/1967,,Y
S002627,01/01/1967,,Y
S013210,03/30/1989,,Y
S013423,05/17/1990,,Y
S003154,01/01/1967,Y,Y
S000457,03/30/1967,Y,Y
S015485,11/06/2000,,Y
S000842,06/12/1967,,Y
S001028,01/01/1967,Y,Y
S004321,01/01/1968,,Y
S014031,07/01/1993,,Y
S014035,07/01/1993,,Y
S014829,07/07/1997,,Y
S006764,01/01/1971,,Y
S006825,01/01/1971,,Y
S009054,11/29/1976,,Y
S009091,01/10/1977,Y,Y
S015136,04/26/2001,,Y
S024479,07/28/2014,Y,Y
S016141,05/28/2008,Y,Y
S016629,06/30/2011,Y,Y
S017064,06/30/2010,Y,Y
S016659,06/25/2010,Y,Y
S016942,06/30/2010,Y,Y
S017665,09/13/2011,Y,Y
S018120,11/07/2011,Y,Y
S022176,10/23/2012,,Y
S021799,09/05/2012,Y,Y
S021285,08/03/2012,Y,Y
S019143,01/11/2012,Y,Y
S021810,09/10/2012,,Y
S020515,12/22/2011,Y,Y
S021414,08/09/2012,Y,Y
S020697,02/09/2012,Y,Y
S021687,09/06/2012,Y,Y
S022171,10/16/2012,Y,Y
S021740,09/04/2012,Y,Y
S017487,04/16/2012,,Y
S018526,11/03/2011,Y,Y
S021340,08/07/2012,Y,Y
S020239,12/22/2011,Y,Y
S017296,05/09/2012,Y,Y
S020713,12/19/2011,Y,Y
S017007,01/23/2012,Y,Y
S020157,12/30/2011,Y,Y
S023801,11/27/2013,Y,Y
S018556,11/10/2011,Y,Y
S019343,11/28/2011,Y,Y
S023892,12/11/2013,Y,Y
S017901,09/29/2011,Y,Y
S023856,12/05/2013,Y,Y
S019051,12/14/2011,Y,Y
S019063,12/14/2011,Y,Y
S023845,12/04/2013,Y,Y
S017656,09/27/2011,Y,Y
S019398,11/30/2011,Y,Y
S021404,08/09/2012,Y,Y
S020576,07/17/2012,,Y
S021683,09/06/2012,Y,Y
S020774,07/23/2012,Y,Y
S021362,08/08/2012,Y,Y
S017644,04/18/2012,,Y
S017822,05/14/2012,Y,Y
S022577,05/10/2013,,Y
S021780,09/05/2012,Y,Y
S017857,10/17/2011,Y,Y
S018567,01/27/2012,Y,Y
S018759,11/08/2011,Y,Y
S019225,01/19/2012,Y,Y
S018725,01/27/2012,,Y
S020528,09/12/2012,Y,Y
S018859,11/15/2011,Y,Y
S018914,11/28/2011,Y,Y
S019071,12/16/2011,Y,Y
S020149,12/30/2011,Y,Y
S020985,03/29/2012,,Y
S023596,10/22/2013,,Y
S023945,12/17/2013,Y,Y
S023923,12/16/2013,Y,Y
S024319,02/06/2014,,Y
S024143,01/14/2014,Y,Y
S024139,01/14/2014,Y,Y
S024787,04/14/2015,Y,Y
S025283,12/02/2015,,Y
S024307,02/06/2014,,Y
S025587,08/04/2016,,Y
S025948,12/16/2016,Y,Y
S027944,09/18/2018,Y,Y
S027195,09/11/2017,,Y
S027670,04/27/2018,Y,Y
S026896,08/18/2017,,Y
S028331,02/11/2020,,Y
S027684,04/30/2018,Y,Y
S000118,01/05/1967,Y,Y
S001267,06/23/1967,,Y
S001542,06/27/1967,,Y
S001597,01/01/1967,,Y
S001634,01/01/1967,,Y
S001712,01/01/1967,,Y
S002141,07/03/1967,,Y
S013148,02/16/1988,,Y
S002593,01/01/1967,,Y
S002625,01/01/1967,,Y
S010617,11/27/1981,,Y
S010648,11/27/1981,,Y
S010676,07/02/1981,Y,Y
S000850,06/12/1967,,Y
S000943,06/12/1967,,Y
S000971,01/01/1967,,Y
S013945,10/22/1992,,Y
S004322,01/01/1968,,Y
S014026,07/01/1993,,Y
S014124,10/12/1994,,Y
S004730,01/01/1969,,Y
S014352,01/28/1995,,Y
S005260,07/02/1970,,Y
S014381,04/12/1995,,Y
S014753,10/17/1996,,Y
S014839,09/17/1997,,Y
S006257,01/01/1970,,Y
S009010,09/13/1976,,Y
S009011,09/13/1976,,Y
S007768,01/01/1971,,Y
S008350,07/24/1974,,Y
S009596,01/05/1987,Y,Y
S009677,12/08/1978,,Y
S009748,03/26/1979,,Y
S008496,01/01/1975,,Y
S008550,01/01/1975,,Y
S009964,09/05/1979,Y,Y
S016158,09/12/2008,Y,Y
S016573,07/09/2010,,Y
S017014,07/13/2011,Y,Y
S016989,07/12/2011,Y,Y
S016494,04/21/2009,Y,Y
S016266,04/23/2009,,Y
S018971,06/30/2010,Y,Y
S021054,07/06/2012,Y,Y
S021525,08/20/2012,Y,Y
S021696,09/06/2012,Y,Y
S019910,12/15/2011,Y,Y
S021110,07/11/2012,Y,Y
S021275,08/02/2012,Y,Y
S021837,09/12/2012,Y,Y
S021222,07/30/2012,,Y
S020466,08/02/2012,Y,Y
S018751,01/31/2012,Y,Y
S019597,12/20/2011,Y,Y
S018885,11/22/2011,Y,Y
S018411,,Y,Y
S021636,08/24/2012,Y,Y
S022475,02/26/2013,Y,Y
S019549,12/19/2011,Y,Y
S020874,01/26/2012,Y,Y
S023250,09/27/2013,Y,Y
S020039,12/27/2011,Y,Y
S023333,10/04/2010,,Y
S023746,11/22/2013,Y,Y
S020869,01/26/2012,Y,Y
S020378,02/24/2012,Y,Y
S019361,11/30/2011,Y,Y
S019930,12/16/2011,Y,Y
S023128,09/09/2013,Y,Y
S023175,09/19/2013,Y,Y
S023865,12/05/2013,Y,Y
S023368,10/08/2013,,Y
S021175,07/26/2012,,Y
S021177,07/26/2012,Y,Y
S020500,09/07/2012,Y,Y
S020594,12/27/2011,Y,Y
S021681,09/06/2012,Y,Y
S016635,03/16/2012,Y,Y
S018774,02/03/2012,Y,Y
S021934,09/19/2012,Y,Y
S016538,03/27/2012,,Y
S021928,09/18/2012,Y,Y
S018183,11/15/2011,Y,Y
S021076,06/19/2010,,Y
S018713,01/27/2012,,Y
S021166,07/25/2012,Y,Y
S021915,09/18/2012,Y,Y
S022606,05/15/2013,Y,Y
S018984,01/03/2012,Y,Y
S021564,08/22/2012,,Y
S018654,01/30/2012,Y,Y
S023226,09/26/2013,Y,Y
S020302,11/30/2011,,Y
S016843,04/04/2012,Y,Y
S017769,09/15/2011,Y,Y
S023437,10/10/2013,Y,Y
S024044,01/02/2014,,Y
S023962,12/19/2013,,Y
S024260,01/23/2014,Y,Y
S024332,02/07/2014,,Y
S024111,01/09/2014,,Y
S024133,01/13/2014,Y,Y
S026042,03/01/2017,Y,Y
S025848,10/27/2016,,Y
S026722,08/07/2017,,Y
S026719,08/07/2017,,Y
S000313,02/01/1966,Y,Y
S001460,01/01/1967,Y,Y
S001765,01/01/1967,,Y
S010403,03/24/1986,,Y
S002493,07/03/1967,,Y
S002682,01/01/1967,,Y
S010607,11/27/1981,,Y
S010725,01/19/1982,Y,Y
S013170,04/27/1988,,Y
S011431,04/10/1987,,Y
S011447,09/08/1984,,Y
S015530,06/25/2004,,Y
S015551,09/29/2004,Y,Y
S000948,06/12/1967,,Y
S000979,01/01/1967,,Y
S014014,06/21/1993,,Y
S014056,08/04/1993,,Y
S004647,01/01/1968,Y,Y
S004696,01/01/1969,,Y
S008709,02/28/1976,,Y
S008775,05/13/1976,Y,Y
S009034,06/29/1976,,Y
S007763,01/01/1971,,Y
S009116,02/22/1977,Y,Y
S009174,04/01/1977,,Y
S009307,06/14/1977,,Y
S015070,09/25/2000,,Y
S008123,01/01/1973,,Y
S020520,09/12/2012,Y,Y
S016119,03/28/2008,Y,Y
S016935,06/08/2010,Y,Y
S017092,07/01/2010,,Y
S017161,07/18/2011,Y,Y
S017284,07/21/2011,Y,Y
S016214,04/17/2009,Y,Y
S016605,06/22/2010,Y,Y
S017140,07/19/2011,,Y
S017202,06/30/2010,Y,Y
S016224,04/14/2009,,Y
S017047,06/30/2010,Y,Y
S016097,01/08/2008,Y,Y
S021643,08/27/2012,Y,Y
S019560,12/20/2011,Y,Y
S021936,09/19/2012,Y,Y
S018868,11/30/2011,Y,Y
S021641,08/24/2012,Y,Y
S019773,12/20/2011,Y,Y
S020807,01/26/2012,Y,Y
S020775,07/23/2012,Y,Y
S020983,03/29/2012,Y,Y
S021648,08/27/2012,,Y
S021200,07/27/2012,Y,Y
S023129,09/09/2013,Y,Y
S018029,10/25/2011,Y,Y
S017983,10/25/2011,Y,Y
S021028,03/30/2012,Y,Y
S020620,02/03/2012,Y,Y
S017365,09/08/2011,Y,Y
S019176,11/29/2011,Y,Y
S018711,01/12/2012,,Y
S017377,04/30/2012,,Y
S021088,07/10/2012,Y,Y
S017888,10/07/2011,Y,Y
S017831,10/18/2011,Y,Y
S018673,12/29/2011,,Y
S020286,12/22/2011,Y,Y
S020590,12/27/2011,Y,Y
S020269,02/16/2012,Y,Y
S023900,12/12/2013,Y,Y
S021761,09/06/2012,,Y
S020882,12/22/2011,Y,Y
S018524,11/03/2011,Y,Y
S020762,12/20/2011,Y,Y
S020481,08/31/2012,Y,Y
S020817,12/29/2011,Y,Y
S021888,09/17/2012,,Y
S017891,10/07/2011,Y,Y
S019161,01/11/2012,Y,Y
S018175,11/14/2011,Y,Y
S019495,12/19/2011,Y,Y
S019605,12/19/2011,Y,Y
S019353,11/29/2011,Y,Y
S017314,08/23/2011,Y,Y
S021021,04/10/2012,,Y
S021114,07/11/2012,Y,Y
S019020,12/12/2011,Y,Y
S020214,02/23/2012,Y,Y
S024098,01/08/2014,Y,Y
S024311,02/06/2014,,Y
S024159,01/16/2014,Y,Y
S024247,01/22/2014,,Y
S024676,10/10/2014,,Y
S024293,02/06/2014,,Y
S023961,12/19/2013,Y,Y
S024772,04/09/2015,,Y
S026040,03/01/2017,Y,Y
S027942,09/18/2018,Y,Y
S028082,02/13/2019,,Y
S027731,05/23/2018,Y,Y
S027415,10/12/2017,Y,Y
S001310,06/23/1967,,Y
S001706,01/01/1967,,Y
S001729,01/01/1967,,Y
S001744,01/01/1967,,Y
S002170,01/01/1967,Y,Y
S010404,06/29/1981,,Y
S012918,01/14/1987,,Y
S013092,06/16/1987,,Y
S013096,04/08/1987,Y,Y
S013155,04/11/1988,,Y
S013213,01/13/1989,Y,Y
S013321,03/20/1989,Y,Y
S013355,03/01/1990,,Y
S013356,03/01/1990,,Y
S010896,04/10/1981,Y,Y
S015454,12/01/2003,,Y
S000830,06/12/1967,,Y
S011559,05/17/1984,Y,Y
S000986,01/01/1967,,Y
S004442,01/01/1968,,Y
S014114,09/04/1990,,Y
S004649,01/01/1968,Y,Y
S004762,01/01/1969,,Y
S012208,04/25/1985,,Y
S005061,01/01/1970,,Y
S005264,01/01/1970,,Y
S005272,07/02/1970,,Y
S009008,09/13/1976,,Y
S014982,07/15/1997,Y,Y
S007406,01/01/1971,,Y
S007772,01/01/1971,,Y
S009294,06/13/1977,,Y
S015145,04/06/2001,,Y
S008116,01/01/1973,,Y
S015283,05/31/2002,Y,Y
S015375,02/25/2002,,Y
S009610,06/30/1978,Y,Y
S008549,01/01/1975,,Y
S017107,07/01/2010,Y,Y
S017090,07/12/2011,Y,Y
S017198,06/25/2010,Y,Y
S016865,06/25/2010,Y,Y
S016471,04/20/2009,Y,Y
S016962,07/12/2011,Y,Y
S017118,07/01/2010,Y,Y
S016096,01/08/2008,Y,Y
S016139,06/30/2008,,Y
S021198,07/26/2012,Y,Y
S019376,11/30/2011,Y,Y
S020368,03/05/2012,Y,Y
S020526,12/22/2011,Y,Y
S021675,08/30/2012,Y,Y
S019793,12/20/2011,Y,Y
S020588,12/27/2011,Y,Y
S018420,,Y,Y
S018779,02/03/2012,Y,Y
S021642,08/27/2012,Y,Y
S018382,11/03/2011,Y,Y
S020984,03/29/2012,,Y
S018628,01/10/2012,,Y
S020138,02/08/2012,,Y
S023831,12/03/2013,Y,Y
S017792,10/06/2011,Y,Y
S020224,12/22/2011,Y,Y
S019868,12/23/2011,Y,Y
S020678,12/19/2011,Y,Y
S020045,12/27/2011,Y,Y
S022758,07/02/2013,,Y
S020616,01/02/2012,Y,Y
S022875,08/06/2013,Y,Y
S017944,10/14/2011,Y,Y
S023807,12/02/2013,Y,Y
S018048,10/27/2011,Y,Y
S018363,10/31/2011,Y,Y
S021420,08/09/2012,Y,Y
S020701,12/19/2011,Y,Y
S021252,08/01/2012,Y,Y
S023266,09/27/2013,Y,Y
S016522,03/20/2012,,Y
S023167,09/18/2013,,Y
S019259,12/06/2011,Y,Y
S021833,09/12/2012,Y,Y
S023706,11/15/2013,,Y
S019047,01/12/2012,Y,Y
S018931,11/21/2011,Y,Y
