APPL_ID,ACC_DATE,Riparian,Pre1914
S022195,10/18/2012,Y,Y
S021973,09/21/2012,Y,Y
S019758,12/20/2011,Y,Y
S022090,10/02/2012,Y,
S022101,10/02/2012,Y,
S019524,07/02/2012,Y,
S020380,02/24/2012,Y,Y
S017841,05/14/2012,Y,
S021502,08/15/2012,Y,
S022259,10/24/2012,Y,
S022431,01/22/2013,Y,Y
S020347,03/05/2012,Y,Y
S019948,07/11/2012,Y,
S021560,08/22/2012,Y,Y
S018178,11/14/2011,Y,Y
S017542,04/20/2012,Y,
S022471,02/13/2013,Y,
S020185,02/14/2013,Y,
S018617,11/10/2011,Y,
S021663,08/29/2012,Y,Y
S021931,09/19/2012,Y,
S020044,12/27/2011,Y,Y
S019054,01/05/2012,Y,Y
S022659,05/23/2013,Y,
S022686,05/24/2013,Y,
S019238,01/19/2012,Y,
S020195,02/15/2012,Y,Y
S020452,08/02/2012,Y,
S023826,12/03/2013,Y,Y
S022717,06/06/2013,Y,Y
S020408,12/19/2011,Y,Y
S020395,03/01/2012,Y,
S019031,01/05/2012,Y,
S017788,05/16/2012,Y,
S022874,08/06/2013,Y,
S023509,10/16/2013,Y,
S021094,07/10/2012,Y,Y
S020343,12/30/2011,Y,Y
S017390,04/30/2012,Y,
S019365,11/30/2011,Y,Y
S019450,12/14/2011,Y,Y
S020255,02/14/2012,Y,
S023662,10/29/2013,Y,
S021435,08/13/2012,Y,
S021516,08/20/2012,Y,
S019271,12/02/2011,Y,Y
S021411,08/09/2012,Y,Y
S019708,01/27/2012,Y,Y
S019433,01/11/2012,Y,
S020606,02/03/2012,Y,Y
S022532,05/03/2013,Y,
S021444,08/14/2012,Y,Y
S020382,02/24/2012,Y,Y
S023780,11/26/2013,Y,Y
S020887,01/27/2012,Y,Y
S022226,10/22/2012,Y,
S017539,04/20/2012,Y,
S018181,11/14/2011,Y,Y
S016821,04/03/2012,Y,
S020076,12/28/2011,Y,Y
S020358,03/06/2012,Y,
S021968,09/21/2012,Y,
S021429,08/10/2012,Y,Y
S019623,12/19/2011,Y,Y
S020379,02/24/2012,Y,Y
S021782,09/05/2012,Y,Y
S021820,09/11/2012,Y,
S018569,11/14/2011,Y,Y
S018939,11/21/2011,Y,Y
S019813,12/21/2011,Y,Y
S019783,04/27/2012,Y,
S021005,04/09/2012,Y,Y
S017566,04/25/2012,Y,Y
S021112,07/11/2012,Y,Y
S021124,07/20/2012,Y,
S023065,09/03/2013,Y,Y
S021064,04/04/2012,Y,Y
S023471,10/14/2013,Y,
S019090,12/16/2011,Y,Y
S023376,10/08/2013,Y,Y
S024893,06/25/2015,Y,
S024754,03/25/2015,Y,
S024971,07/13/2015,Y,
S024726,01/28/2015,Y,
S024713,12/29/2014,Y,
S025287,12/04/2015,Y,
S024007,12/26/2013,Y,
S024347,02/13/2014,Y,Y
S025077,07/30/2015,Y,
S024279,01/24/2014,Y,
S024216,01/21/2014,Y,
S024621,09/09/2014,Y,
S024897,06/25/2015,Y,
S024434,06/04/2014,Y,
S024166,01/16/2014,Y,
S026026,02/21/2017,Y,
S025602,08/09/2016,Y,Y
S025845,10/20/2016,Y,
S025538,07/20/2016,Y,
S025873,11/01/2016,Y,
S025863,10/28/2016,Y,
S027217,09/12/2017,Y,
S027846,07/17/2018,Y,
S026325,07/13/2017,Y,
S027078,08/31/2017,Y,
S027963,10/01/2018,Y,
S026402,07/17/2017,Y,
S026487,07/25/2017,Y,
S027706,05/17/2018,Y,
S028180,07/25/2019,Y,
S026548,07/28/2017,Y,
S027705,05/17/2018,Y,
S026729,08/08/2017,Y,
S027270,09/15/2017,Y,
S027634,03/20/2018,Y,
S026459,07/24/2017,Y,
S027092,09/01/2017,Y,
S026893,08/18/2017,Y,
S027303,09/22/2017,Y,
S028040,12/04/2018,Y,
S027954,10/01/2018,Y,Y
S027338,09/26/2017,Y,
S026831,08/15/2017,Y,
S026862,08/17/2017,Y,Y
S028054,12/24/2018,Y,
S026269,07/07/2017,Y,
S012992,04/13/1987,Y,
S013010,04/13/1987,Y,
S001351,06/23/1967,Y,
S001435,01/01/1967,Y,
S001442,01/01/1967,Y,
S001461,01/01/1967,Y,Y
S001554,01/01/1967,Y,
S012711,12/27/1985,Y,
S012805,01/14/1986,Y,
S012886,10/22/1986,Y,
S010814,05/13/1982,Y,
S010903,07/29/1981,Y,
S010954,06/21/1982,Y,
S013463,04/19/1990,Y,
S013542,08/17/1990,Y,
S003134,01/01/1967,Y,Y
S013594,03/25/1991,Y,
S013599,03/25/1991,Y,
S013601,03/25/1991,Y,
S013650,03/25/1991,Y,
S000455,03/30/1967,Y,Y
S003199,01/01/1967,Y,
S003613,01/01/1967,Y,
S011335,11/02/1983,Y,Y
S011470,01/26/1984,Y,
S015505,02/17/2004,Y,
S015517,03/16/2004,Y,Y
S004120,01/01/1968,Y,
S011515,01/27/1984,Y,
S011536,11/19/1984,Y,
S011649,12/11/1984,Y,
S015687,01/09/1998,Y,Y
S015869,06/15/2005,Y,
S011836,12/11/1984,Y,
S011698,12/11/1984,Y,
S013814,05/29/1992,Y,
S016023,03/30/2007,Y,
S001238,01/01/1967,Y,
S004295,01/01/1966,Y,
S012024,12/11/1984,Y,
S012037,12/11/1984,Y,
S012090,12/11/1984,Y,
S012116,12/11/1984,Y,
S014243,10/28/1994,Y,Y
S005123,01/01/1970,Y,
S005232,01/01/1970,Y,
S012342,02/14/1986,Y,
S014453,09/02/1995,Y,
S014539,01/30/1996,Y,
S014558,03/19/1996,Y,
S005469,01/01/1970,Y,
S005801,01/01/1970,Y,
S005861,01/01/1970,Y,
S012517,07/12/1985,Y,
S014792,01/16/1998,Y,Y
S014808,06/26/1997,Y,
S014890,01/22/1998,Y,
S014922,02/09/1998,Y,
S007090,01/01/1971,Y,
S009085,12/30/1976,Y,Y
S009267,05/20/1977,Y,
S015198,07/02/2001,Y,
S007967,01/01/1972,Y,
S008002,01/01/1972,Y,
S009335,04/17/1991,Y,Y
S009346,07/29/1977,Y,
S009381,08/15/1977,Y,
S015292,07/23/2001,Y,
S015364,02/28/2003,Y,
S015386,06/19/2001,Y,
S008305,01/01/1974,Y,
S009640,07/07/1976,Y,
S012522,07/12/1985,Y,
S012683,12/27/1985,Y,
S024449,07/11/2014,Y,
S024525,08/11/2014,Y,
S016084,11/02/2007,Y,
S016148,08/19/2008,Y,
S016514,06/24/2010,Y,
S016174,10/14/2008,Y,
S017034,06/29/2010,Y,
S017060,06/30/2010,Y,Y
S016284,04/28/2009,Y,Y
S016761,06/23/2010,Y,
S016617,06/03/2010,Y,
S016870,06/25/2010,Y,Y
S016919,06/30/2010,Y,
S017249,06/25/2010,Y,Y
S016383,04/20/2009,Y,Y
S017593,04/25/2012,Y,Y
S020319,08/21/2012,Y,Y
S021598,08/23/2012,Y,
S017684,09/14/2011,Y,
S021196,07/26/2012,Y,Y
S019557,12/20/2011,Y,
S020581,12/27/2011,Y,Y
S019603,12/19/2011,Y,Y
S019659,12/20/2011,Y,
S020818,12/29/2011,Y,Y
S020492,09/06/2012,Y,Y
S022305,11/06/2012,Y,
S017397,01/15/2013,Y,
S022051,09/27/2012,Y,
S019330,11/28/2011,Y,Y
S022460,02/06/2013,Y,
S019940,07/11/2012,Y,
S017733,10/18/2011,Y,Y
S019786,04/27/2012,Y,
S017708,05/08/2012,Y,Y
S021402,08/09/2012,Y,Y
S021647,08/27/2012,Y,Y
S021668,08/29/2012,Y,Y
S016551,04/04/2012,Y,Y
S020803,01/13/2011,Y,Y
S023188,09/23/2013,Y,
S023808,12/02/2013,Y,Y
S019765,04/26/2012,Y,Y
S023111,09/05/2013,Y,Y
S023731,11/21/2013,Y,
S023873,12/09/2013,Y,Y
S019878,12/23/2011,Y,Y
S023136,09/11/2013,Y,Y
S020828,01/26/2012,Y,
S019537,07/03/2012,Y,
S023108,09/05/2013,Y,Y
S017608,04/16/2012,Y,
S017671,04/19/2012,Y,
S018126,11/07/2011,Y,Y
S019969,07/11/2012,Y,
S020974,07/18/2012,Y,
S023847,12/04/2013,Y,Y
S018840,11/15/2011,Y,Y
S022890,08/07/2013,Y,
S018541,11/09/2011,Y,Y
S019838,12/21/2011,Y,Y
S021635,09/24/2012,Y,Y
S020238,02/14/2012,Y,
S021380,08/08/2012,Y,
S019334,11/28/2011,Y,Y
S018986,01/03/2012,Y,
S019192,01/18/2012,Y,
S019671,07/06/2012,Y,
S020541,07/13/2012,Y,
S021039,07/06/2012,Y,Y
S022485,02/26/2013,Y,Y
S018132,11/08/2011,Y,Y
S020100,09/13/2012,Y,
S020077,12/28/2011,Y,Y
S019908,07/11/2012,Y,
S021659,08/29/2012,Y,
S023738,11/21/2013,Y,Y
S020854,01/26/2012,Y,Y
S018125,05/30/2012,Y,
S020081,12/28/2011,Y,Y
S018851,01/06/2012,Y,Y
S019855,02/02/2012,Y,
S018608,12/28/2011,Y,Y
S023473,10/14/2013,Y,
S019159,11/21/2011,Y,Y
S019109,11/16/2011,Y,
S019818,12/21/2011,Y,
S019523,07/02/2012,Y,Y
S024923,07/06/2015,Y,
S025150,08/11/2015,Y,
S024146,01/14/2014,Y,Y
S024115,01/09/2014,Y,
S024943,07/09/2015,Y,
S024038,12/31/2013,Y,
S024913,07/06/2015,Y,
S024014,12/26/2013,Y,
S024608,09/08/2014,Y,
S024780,04/10/2015,Y,
S025008,07/16/2015,Y,
S024771,04/08/2015,Y,
S024604,09/08/2014,Y,
S025187,09/04/2015,Y,
S024615,09/09/2014,Y,
S025797,09/08/2016,Y,Y
S025739,08/29/2016,Y,
S025371,02/16/2016,Y,
S025963,12/29/2016,Y,
S025909,11/21/2016,Y,
S025639,08/15/2016,Y,
S025376,02/23/2016,Y,
S025486,06/08/2016,Y,
S025433,04/19/2016,Y,
S025331,01/19/2016,Y,
S025988,01/13/2017,Y,
S026032,02/27/2017,Y,
S025768,09/01/2016,Y,
S026366,07/14/2017,Y,
S027713,05/18/2018,Y,
S027143,09/05/2017,Y,
S027495,11/02/2017,Y,
S026959,08/23/2017,Y,
S028275,10/24/2019,Y,
S028206,08/16/2019,Y,
S028322,02/10/2020,Y,
S028185,07/25/2019,Y,
S028148,07/12/2019,Y,
S028210,08/16/2019,Y,
S027710,05/18/2018,Y,
S027714,05/18/2018,Y,Y
S026334,07/13/2017,Y,
S028254,10/09/2019,Y,
S026240,06/26/2017,Y,
S026246,06/26/2017,Y,
S026455,07/24/2017,Y,
S027034,08/29/2017,Y,
S027826,07/16/2018,Y,
S027492,11/01/2017,Y,
S026660,08/04/2017,Y,
S027463,10/26/2017,Y,
S027472,10/27/2017,Y,
S027426,10/18/2017,Y,
S000117,01/04/1967,Y,
S000244,01/30/1967,Y,
S001255,06/23/1967,Y,
S001285,06/23/1967,Y,
S001290,06/23/1967,Y,
S001413,01/01/1967,Y,
S001914,01/01/1967,Y,
S010252,12/26/1980,Y,
S010254,01/07/1981,Y,
S002400,01/01/1967,Y,
S002904,07/17/1967,Y,
S002947,01/01/1967,Y,
S002953,01/01/1967,Y,Y
S010892,08/03/1982,Y,
S013373,11/15/1989,Y,
S013464,04/19/1990,Y,
S013511,06/26/1990,Y,
S013552,01/09/1991,Y,
S002974,01/01/1967,Y,
S003053,01/01/1967,Y,
S011014,12/01/1982,Y,
S011162,05/12/1983,Y,
S011231,09/03/1983,Y,
S013593,03/25/1991,Y,
S013616,03/25/1991,Y,
S013627,03/25/1991,Y,
S000465,03/30/1967,Y,Y
S000467,03/30/1967,Y,Y
S000521,04/07/1967,Y,
S000629,05/01/1967,Y,
S003212,01/01/1967,Y,
S003600,01/01/1967,Y,
S011373,12/30/1983,Y,
S015444,09/30/2003,Y,
S015459,01/06/2004,Y,
S015480,01/14/2004,Y,
S000713,05/19/1967,Y,
S004150,01/01/1968,Y,
S004155,01/01/1968,Y,
S004204,01/01/1968,Y,
S011504,08/02/1984,Y,
S011561,03/05/1985,Y,
S011565,02/22/1984,Y,
S015589,10/26/2004,Y,
S015682,03/19/2002,Y,
S015731,08/24/2000,Y,
S011831,12/11/1984,Y,
S011838,12/11/1984,Y,
S004273,01/01/1966,Y,
S011961,12/11/1984,Y,
S014069,08/04/1993,Y,
S004722,01/01/1969,Y,
S004769,03/12/1987,Y,Y
S004806,01/01/1969,Y,
S014322,02/07/1995,Y,
S004970,01/01/1970,Y,
S005126,01/01/1970,Y,
S012310,10/22/1985,Y,
S012355,02/14/1986,Y,
S012419,02/25/1986,Y,
S012437,04/25/1986,Y,
S014412,07/06/1995,Y,
S014428,07/19/1995,Y,
S005705,01/01/1970,Y,
S005990,01/01/1970,Y,
S014844,10/05/1997,Y,
S008801,05/29/1976,Y,
S008881,07/01/1976,Y,
S014898,01/22/1998,Y,
S014938,03/18/1998,Y,
S006959,01/01/1971,Y,
S007390,01/01/1971,Y,
S009146,03/15/1977,Y,
S008121,01/01/1973,Y,
S008131,05/21/1973,Y,
S008404,01/01/1974,Y,
S009765,04/18/1979,Y,
S012540,10/16/1985,Y,
S012543,10/16/1985,Y,
S012590,12/27/1985,Y,
S012604,01/07/1986,Y,
S012673,12/27/1985,Y,
S008629,10/24/1975,Y,
S009873,05/07/1979,Y,
S024538,08/18/2014,Y,
S022030,09/26/2012,Y,
S016060,08/15/2006,Y,
S016111,04/21/2008,Y,
S018955,06/30/2010,Y,Y
S016321,10/29/2009,Y,
S016447,07/01/2010,Y,Y
S016981,07/02/2010,Y,Y
S016123,05/21/2008,Y,
S016482,07/14/2010,Y,Y
S017282,06/25/2010,Y,Y
S016991,07/02/2010,Y,
S017100,07/01/2010,Y,
S017147,07/01/2010,Y,
S019375,11/30/2010,Y,Y
S021638,08/24/2012,Y,Y
S018160,06/21/2010,Y,
S020507,12/22/2011,Y,Y
S019449,01/11/2012,Y,
S021802,09/10/2012,Y,
S022010,09/25/2012,Y,
S022035,09/26/2012,Y,
S019461,12/15/2011,Y,Y
S017631,04/18/2012,Y,
S019723,08/09/2012,Y,Y
S021481,08/15/2012,Y,
S022160,10/16/2012,Y,Y
S017756,10/27/2011,Y,Y
S020434,12/20/2011,Y,Y
S019106,11/15/2011,Y,Y
S020049,12/28/2011,Y,Y
S020624,02/03/2012,Y,
S021998,09/24/2012,Y,
S018302,06/20/2012,Y,Y
S022392,11/28/2012,Y,
S022573,05/09/2013,Y,
S018539,11/04/2011,Y,Y
S017914,10/06/2011,Y,Y
S022637,05/21/2013,Y,
S018433,12/08/2011,Y,Y
S020365,03/05/2012,Y,
S017766,09/15/2011,Y,Y
S020850,01/13/2012,Y,
S019751,02/17/2012,Y,
S019652,07/06/2012,Y,
S023162,09/17/2013,Y,
S018296,09/23/2011,Y,Y
S017520,04/20/2012,Y,
S017615,04/17/2012,Y,
S018646,11/10/2011,Y,Y
S017371,04/26/2012,Y,Y
S023555,10/21/2013,Y,Y
S017919,10/07/2011,Y,Y
S019624,12/19/2011,Y,
S018051,10/27/2011,Y,Y
S023234,09/26/2013,Y,Y
S023236,09/26/2013,Y,Y
S023677,10/30/2013,Y,
S023846,12/04/2013,Y,Y
S018039,10/26/2011,Y,Y
S020907,12/21/2011,Y,
S023083,09/03/2013,Y,Y
S021562,08/22/2012,Y,Y
S018217,06/07/2012,Y,
S021713,08/31/2012,Y,
S019748,12/20/2011,Y,Y
S022184,10/24/2012,Y,Y
S022376,11/28/2012,Y,
S017718,05/08/2012,Y,
S021013,04/09/2012,Y,Y
S017592,09/20/2011,Y,Y
S020742,07/20/2012,Y,
S021381,08/08/2012,Y,
S017503,04/20/2012,Y,
S022638,05/21/2013,Y,
S023406,10/09/2013,Y,
S018773,02/03/2012,Y,
S020621,02/03/2012,Y,Y
S022811,07/19/2013,Y,
S023775,11/26/2013,Y,
S018957,01/03/2012,Y,
S017604,04/16/2012,Y,
S019228,02/08/2013,Y,
S022870,07/29/2013,Y,
S017660,09/08/2011,Y,Y
S021461,08/14/2012,Y,Y
S022786,07/09/2013,Y,
S018195,06/28/2012,Y,Y
S017495,04/16/2012,Y,Y
S017559,04/25/2012,Y,
S019215,01/17/2012,Y,
S017752,05/15/2012,Y,
S018783,11/08/2011,Y,Y
S022724,06/12/2013,Y,
S023205,09/24/2013,Y,
S018247,06/28/2012,Y,Y
S017403,01/25/2012,Y,Y
S022032,09/26/2012,Y,
S018408,,Y,Y
S019083,01/10/2012,Y,Y
S020747,07/23/2012,Y,
S023939,12/17/2013,Y,Y
S025048,07/23/2015,Y,
S024121,01/10/2014,Y,
S024341,02/12/2014,Y,
S024849,05/18/2015,Y,
S025129,08/05/2015,Y,
S025067,07/28/2015,Y,
S023954,12/18/2013,Y,
S024575,08/28/2014,Y,
S025465,05/13/2016,Y,
S025862,10/28/2016,Y,
S025589,08/04/2016,Y,
S025940,12/15/2016,Y,
S025723,08/24/2016,Y,
S026194,06/06/2017,Y,
S026295,07/11/2017,Y,
S028190,07/30/2019,Y,
S028017,10/29/2018,Y,
S026952,08/23/2017,Y,
S026495,07/25/2017,Y,
S026684,08/07/2017,Y,
S027335,09/25/2017,Y,
S026569,07/31/2017,Y,
S027765,06/20/2018,Y,
S026538,07/28/2017,Y,
S028164,07/23/2019,Y,
S027587,11/28/2017,Y,
S027215,09/12/2017,Y,
S026898,08/18/2017,Y,
S028086,02/20/2019,Y,Y
S028194,08/14/2019,Y,
S027137,09/05/2017,Y,
S027871,07/18/2018,Y,
S027032,08/29/2017,Y,
S026392,07/17/2017,Y,
S026321,07/12/2017,Y,
S027997,10/16/2018,Y,
S028061,12/28/2018,Y,Y
S026283,07/10/2017,Y,
S026838,08/16/2017,Y,
S026941,08/22/2017,Y,
S027281,09/19/2017,Y,
S028106,03/21/2019,Y,
S026944,08/22/2017,Y,
S028016,10/29/2018,Y,
S013015,04/13/1987,Y,
S000120,01/06/1967,Y,
S000231,01/27/1967,Y,
S000240,01/30/1967,Y,
S000279,02/15/1967,Y,
S000362,03/06/1967,Y,
S000380,01/10/1966,Y,Y
S001365,01/01/1967,Y,
S002066,01/01/1967,Y,
S002158,01/01/1967,Y,
S012777,01/14/1986,Y,
S012889,10/28/1986,Y,
S002373,01/01/1967,Y,
S002468,07/03/1967,Y,
S012917,01/14/1987,Y,
S012924,01/20/1987,Y,
S002566,01/01/1967,Y,
S002715,07/03/1967,Y,
S013177,06/13/1988,Y,
S002828,01/01/1967,Y,
S010792,04/05/1982,Y,
S010915,06/10/1982,Y,
S013418,05/30/1989,Y,
S003050,01/01/1967,Y,
S003052,01/01/1967,Y,
S003058,01/01/1967,Y,
S011124,03/09/1983,Y,
S011175,06/24/1983,Y,
S013672,03/25/1991,Y,
S013721,07/24/1991,Y,
S000466,03/30/1967,Y,Y
S000468,03/30/1967,Y,Y
S000670,05/16/1967,Y,
S003585,01/01/1967,Y,
S011276,09/03/1983,Y,
S011305,10/26/1983,Y,
S015433,06/20/2003,Y,
S015476,01/08/2004,Y,
S015494,01/30/2004,Y,
S000811,06/07/1967,Y,
S004114,01/01/1968,Y,
S004168,01/01/1968,Y,
S004226,01/01/1968,Y,Y
S004238,01/01/1967,Y,
S011539,11/19/1984,Y,
S011552,01/16/1985,Y,
S011553,01/16/1985,Y,
S015685,05/06/2002,Y,
S015749,10/24/2001,Y,
S015821,09/06/2005,Y,
S001044,01/01/1967,Y,
S001045,01/01/1967,Y,
S001088,01/01/1967,Y,
S001168,01/01/1967,Y,
S011825,12/11/1984,Y,
S011864,12/11/1984,Y,
S016006,11/13/2006,Y,
S016028,04/25/2007,Y,
S004277,01/01/1966,Y,
S014057,08/04/1993,Y,
S004550,01/01/1968,Y,
S004682,01/01/1969,Y,
S004767,08/20/1969,Y,
S012133,12/11/1984,Y,
S012167,12/11/1984,Y,
S012251,08/28/1985,Y,
S014159,03/04/1994,Y,
S005121,01/01/1970,Y,
S012268,08/28/1985,Y,
S012287,08/28/1985,Y,
S012347,02/14/1986,Y,
S014365,03/27/1995,Y,
S014439,07/19/1995,Y,
S005539,01/01/1970,Y,
S005875,01/01/1970,Y,
S012442,04/21/1986,Y,
S012513,07/11/1985,Y,
S008673,01/01/1976,Y,Y
S008679,01/01/1976,Y,
S014796,04/07/1997,Y,
S006205,01/01/1970,Y,
S006456,01/01/1971,Y,
S006540,01/01/1971,Y,
S009020,10/19/1976,Y,
S014874,01/22/1998,Y,
S007598,01/01/1971,Y,Y
S009207,04/19/1977,Y,
S008065,01/01/1973,Y,
S015282,05/31/2002,Y,
S008158,05/18/1973,Y,
S008184,01/01/1973,Y,
S008293,01/01/1974,Y,
S009594,05/18/1978,Y,
S008556,01/01/1975,Y,
S008593,01/01/1975,Y,
S009816,05/07/1979,Y,
S009868,05/07/1979,Y,
S024469,07/25/2014,Y,
S024491,07/30/2014,Y,
S016074,08/21/2007,Y,Y
S016190,01/26/2009,Y,
S017096,07/12/2011,Y,Y
S016427,06/23/2010,Y,Y
S017015,06/30/2010,Y,Y
S016480,07/14/2010,Y,Y
S016322,11/30/2009,Y,
S016407,07/06/2009,Y,Y
S015975,03/22/2006,Y,
S017042,06/25/2010,Y,Y
S016483,07/14/2010,Y,Y
S018788,,Y,
S016524,12/10/2010,Y,
S016175,10/06/2008,Y,
S019332,04/20/2012,Y,Y
S017366,04/26/2012,Y,
S021664,08/29/2012,Y,Y
S021729,08/31/2012,Y,
S019168,01/11/2012,Y,
S017288,05/04/2012,Y,
S021901,09/17/2012,Y,
S019296,01/18/2012,Y,
S021000,04/09/2012,Y,Y
S020876,01/26/2012,Y,Y
S018193,06/21/2012,Y,
S021993,09/24/2012,Y,
S022025,09/26/2012,Y,
S022063,09/28/2012,Y,
S018496,06/27/2012,Y,Y
S017460,04/13/2012,Y,
S019313,04/19/2012,Y,
S021494,08/15/2012,Y,
S018544,11/09/2011,Y,Y
S020563,07/18/2012,Y,
S016733,04/05/2012,Y,Y
S019686,12/29/2011,Y,Y
S023412,10/10/2013,Y,
S019801,12/19/2011,Y,Y
S020016,12/23/2011,Y,
S017662,04/19/2012,Y,
S018922,11/18/2011,Y,Y
S018816,12/01/2011,Y,Y
S023058,08/30/2013,Y,
S017446,04/12/2012,Y,
S019781,04/27/2012,Y,Y
S023275,09/30/2013,Y,
S020388,03/01/2012,Y,Y
S023223,09/25/2013,Y,Y
S021023,03/30/2012,Y,Y
S019806,01/31/2012,Y,
S019310,04/19/2012,Y,
S022926,08/12/2013,Y,
S018249,06/28/2012,Y,Y
S021519,08/20/2012,Y,
S018864,01/10/2012,Y,
S017970,05/22/2012,Y,
S021232,07/30/2012,Y,
S021686,09/06/2012,Y,Y
S020540,12/22/2011,Y,Y
S019594,07/02/2012,Y,
S017350,04/25/2012,Y,Y
S017683,09/14/2011,Y,
S018786,02/09/2012,Y,
S021929,09/18/2012,Y,Y
S022965,08/15/2013,Y,Y
S017770,11/03/2011,Y,Y
S023431,10/10/2013,Y,
S018641,02/10/2012,Y,
S022994,08/16/2013,Y,
S017362,09/06/2011,Y,
S018504,11/02/2011,Y,
S016556,03/29/2012,Y,
S016535,10/04/2012,Y,Y
S022710,06/04/2013,Y,
S020777,07/23/2012,Y,Y
S021785,09/05/2012,Y,Y
S022999,08/19/2013,Y,
S019189,01/18/2012,Y,
S018789,11/08/2011,Y,Y
S019446,12/14/2011,Y,Y
S018579,11/14/2011,Y,Y
S018935,01/03/2012,Y,
S018394,11/03/2011,Y,Y
S019699,01/04/2012,Y,Y
S019616,07/05/2012,Y,
S023695,11/14/2013,Y,
S018874,11/29/2011,Y,Y
S021156,07/25/2012,Y,
S019631,07/05/2012,Y,
S023043,08/28/2013,Y,
S024675,10/10/2014,Y,
S025105,08/03/2015,Y,
S024101,01/08/2014,Y,
S024795,04/21/2015,Y,Y
S025154,08/12/2015,Y,
S024894,06/25/2015,Y,
S024576,08/28/2014,Y,
S024601,09/05/2014,Y,
S024926,07/07/2015,Y,
S023981,12/23/2013,Y,
S024545,08/20/2014,Y,Y
S024585,09/04/2014,Y,
S024158,01/16/2014,Y,
S024520,08/08/2014,Y,
S024641,09/17/2014,Y,
S025941,12/15/2016,Y,
S025866,10/31/2016,Y,
S025945,12/15/2016,Y,
S025801,09/14/2016,Y,
S026020,02/17/2017,Y,
S025339,01/21/2016,Y,
S026192,06/06/2017,Y,
S027531,11/09/2017,Y,
S027212,09/12/2017,Y,
S028222,08/30/2019,Y,
S028316,12/27/2019,Y,
S027502,11/02/2017,Y,
S027059,08/30/2017,Y,
S026241,06/26/2017,Y,
S027759,06/15/2018,Y,
S027848,07/17/2018,Y,
S026726,08/08/2017,Y,
S027241,09/15/2017,Y,
S027994,10/16/2018,Y,Y
S027372,09/28/2017,Y,
S026932,08/22/2017,Y,
S028163,07/19/2019,Y,
S026204,06/13/2017,Y,
S028151,07/17/2019,Y,
S027863,07/18/2018,Y,
S027610,12/21/2017,Y,
S027548,11/15/2017,Y,
S026752,08/09/2017,Y,
S026780,08/11/2017,Y,
S027733,05/24/2018,Y,
S027805,07/16/2018,Y,Y
S027839,07/17/2018,Y,
S026671,08/04/2017,Y,
S026841,08/16/2017,Y,
S027294,09/19/2017,Y,
S027115,09/01/2017,Y,
S026735,08/08/2017,Y,
S001318,06/23/1967,Y,
S001375,01/01/1967,Y,
S001419,01/01/1967,Y,
S001428,01/01/1967,Y,
S012734,12/27/1985,Y,
S012800,01/14/1986,Y,
S012833,01/14/1986,Y,
S002277,01/01/1967,Y,
S002387,01/01/1967,Y,
S010373,04/16/1981,Y,
S012922,01/20/1987,Y,
S012958,03/11/1987,Y,
S010611,11/27/1981,Y,
S010731,01/11/1982,Y,
S002842,01/01/1967,Y,
S010787,04/15/1982,Y,
S010801,03/16/1982,Y,
S010844,06/15/1982,Y,
S010846,02/24/1982,Y,
S010859,06/18/1982,Y,
S010931,06/21/1982,Y,
S010951,06/21/1982,Y,
S013401,06/06/1989,Y,
S013556,02/28/1991,Y,Y
S002969,01/01/1967,Y,
S003012,01/01/1967,Y,
S003051,01/01/1967,Y,
S003069,01/01/1967,Y,
S011184,06/10/1983,Y,
S013586,03/25/1991,Y,
S013617,03/25/1991,Y,
S013674,03/25/1991,Y,
S013711,07/01/1991,Y,
S013712,06/18/1991,Y,
S013716,06/03/1991,Y,Y
S013725,07/29/1991,Y,
S000550,04/12/1967,Y,Y
S000579,04/18/1967,Y,
S003875,01/01/1967,Y,
S011436,04/20/1984,Y,
S015541,09/01/2004,Y,
S015549,09/01/2004,Y,
S015578,10/19/2004,Y,
S004073,04/20/1982,Y,
S004144,01/01/1968,Y,
S004185,01/01/1968,Y,
S011557,01/16/1985,Y,
S001049,06/15/1967,Y,
S001124,01/01/1967,Y,
S011728,12/11/1984,Y,
S011795,12/11/1984,Y,
S013812,05/13/1992,Y,
S013937,09/02/1992,Y,
S015997,11/13/2006,Y,
S016009,11/13/2006,Y,
S004286,01/01/1966,Y,
S012044,12/11/1984,Y,
S014003,05/11/1993,Y,
S014085,08/10/1993,Y,
S004491,01/01/1968,Y,
S004904,01/01/1969,Y,
S004942,01/01/1970,Y,
S004947,01/01/1970,Y,
S012246,08/28/1985,Y,
S014215,08/19/1994,Y,
S005118,01/01/1970,Y,
S012297,08/28/1985,Y,
S012307,08/28/1985,Y,
S012361,02/14/1986,Y,
S012388,02/14/1986,Y,
S012395,02/14/1986,Y,
S014420,07/14/1995,Y,
S014429,07/19/1995,Y,
S014438,07/19/1995,Y,
S014467,08/18/1995,Y,
S014512,11/08/1995,Y,
S005438,09/15/1970,Y,
S005572,01/01/1970,Y,
S005888,01/01/1970,Y,
S005954,01/01/1970,Y,
S008739,03/31/1976,Y,
S014589,06/28/1996,Y,
S014603,08/20/1996,Y,
S014726,09/08/1997,Y,
S014740,01/29/1997,Y,Y
S014798,04/14/1997,Y,
S014849,11/21/1997,Y,Y
S006280,01/01/1970,Y,
S008803,05/17/1976,Y,
S008934,08/17/1976,Y,
S008961,08/24/1976,Y,
S014952,04/06/1998,Y,
