"","APPL_ID"
"8910","S013915"
"8911","S008970"
"8912","C000731"
"8913","A018372"
"8914","A001615"
"8915","A010447"
"8916","C002732"
"8917","C001071"
"8918","A014930"
"8919","E000038"
"8920","A024067"
"8921","A024293"
"8922","S000034"
"8923","A026161"
"8924","C001953"
"8925","S011482"
"8926","A025135"
"8927","A025193"
"8928","S010901"
"8929","A002197"
"8930","A010282"
"8931","A010595"
"8932","A022129"
"8933","A022130"
"8934","S011325"
"8935","A028259"
"8936","C000566"
"8937","A028015"
"8938","S008735"
"8939","A020716"
"8940","F003465C"
"8941","S001094"
"8942","C000567"
"8943","S001434"
"8944","A025541"
"8945","A008229"
"8946","C004424"
"8947","C000019"
"8948","S009920"
"8949","S009919"
"8950","A031325"
"8951","F008167S"
"8952","C000018"
"8953","A028353"
"8954","C000020"
"8955","S009917"
"8956","A022115"
"8957","S014165"
"8958","S011335"
"8959","S009977"
"8960","A028841"
"8961","A021095"
"8962","C005523"
"8963","F003596C"
"8964","F003528C"
"8965","S014952"
"8966","F003462C"
"8967","C002869"
"8968","S001433"
"8969","C003830"
"8970","S012840"
"8971","F006245S"
"8972","C002403"
"8973","A021350"
"8974","S001079"
"8975","S008911"
"8976","S002972"
"8977","A011557"
"8978","S004139"
"8979","A011912"
"8980","S015007"
"8981","S004200"
"8982","S015996"
"8983","S010790"
"8984","A025783"
"8985","A028219"
"8986","S004194"
"8987","S004177"
"8988","A025783"
"8989","S005203"
"8990","A025248"
"8991","E000035"
"8992","C003243"
"8993","A026244"
"8994","S005164"
"8995","C001267"
"8996","A026795"
"8997","C001269"
"8998","S013487"
"8999","C003867"
"9000","A016219"
"9001","S008812"
"9002","A022643"
"9003","S010864"
"9004","A022643"
"9005","A019309"
"9006","A023898"
"9007","A023702"
"9008","S005202"
"9009","F003731C"
"9010","F008171S"
"9011","S000471"
"9012","S012965"
"9013","A016871"
"9014","S004135"
"9015","S014810"
"9016","A006398"
"9017","S012464"
"9018","S012457"
"9019","A021579"
"9020","C000670"
"9021","S012465"
"9022","F003724C"
"9023","A016868"
"9024","A023226"
"9025","S012864"
"9026","A018523C"
"9027","C004688"
"9028","S000903"
"9029","S000904"
"9030","C004645"
"9031","A015396"
"9032","A029674"
"9033","S012350"
"9034","F007116S"
"9035","A028418"
"9036","A023592"
"9037","S013685"
"9038","S001269"
"9039","S013574"
"9040","S013136"
"9041","F007084S"
"9042","S001287"
"9043","S013657"
"9044","S013652"
"9045","A012038"
"9046","S004764"
"9047","S001289"
"9048","S010383"
"9049","F007017S"
"9050","C005558"
"9051","A024631"
"9052","D029660R"
"9053","A024815"
"9054","C006053"
"9055","S010533"
"9056","A004234"
"9057","C002722"
"9058","S009460"
"9059","S001256"
"9060","A030010"
"9061","T030017"
"9062","C002726"
"9063","S013619"
"9064","S015263"
"9065","S001255"
"9066","A026686"
"9067","A028162"
"9068","C004687"
"9069","S015914"
"9070","S010020"
"9071","A020646"
"9072","A020646"
"9073","A011585"
"9074","A006672"
"9075","S006761"
"9076","A026417B"
"9077","A026417"
"9078","A031161"
"9079","A015506"
"9080","A019796"
"9081","S009702"
"9082","S000769"
"9083","S003072"
"9084","C001281"
"9085","S004940"
"9086","A021985"
"9087","A003995"
"9088","A031070"
"9089","A015372"
"9090","C001646"
"9091","A025690"
"9092","C003135"
"9093","L031215"
"9094","A025690"
"9095","C005435"
"9096","A016539"
"9097","S011356"
"9098","S000281"
"9099","A011875B"
"9100","S008961"
"9101","A029404"
"9102","A029429"
"9103","C001771"
"9104","A001413"
"9105","A001203"
"9106","A025727"
"9107","A000534"
"9108","A001056"
"9109","A028792"
"9110","X003065"
"9111","A012057"
"9112","S010420"
"9113","S014357"
"9114","A011498"
"9115","S010419"
"9116","A006685"
"9117","A026523"
"9118","A030078"
"9119","A026003B"
"9120","A006672"
"9121","A023893"
"9122","S014600"
"9123","A019549"
"9124","S010059"
"9125","A012624"
"9126","A031595"
"9127","A031596"
"9128","A031572"
"9129","S000283"
"9130","A019796"
"9131","S014986"
"9132","S015488"
"9133","A031595"
"9134","A012624"
"9135","A031596"
"9136","S010455"
"9137","A009122"
"9138","A006988"
"9139","A007647"
"9140","A014377"
"9141","A011742"
"9142","F005515S"
"9143","S010469"
"9144","A009576"
"9145","A022033"
"9146","A018062"
"9147","A015150"
"9148","S008913"
"9149","A027641"
"9150","A000882B"
"9151","S013907"
"9152","A013646"
"9153","A016894"
"9154","A006418A"
"9155","S010450"
"9156","C003942"
"9157","D030306R"
"9158","A029900"
"9159","A030250"
"9160","S010465"
"9161","D030313R"
"9162","D030312R"
"9163","D030312R"
"9164","A004026"
"9165","D030313R"
"9166","A026003A"
"9167","F011045S"
"9168","F011046S"
"9169","A020659"
"9170","S014317"
"9171","A019764"
"9172","A023690"
"9173","A012469A"
"9174","S014319"
"9175","A029955"
"9176","A029702"
"9177","S014318"
"9178","S014746"
"9179","A024667B"
"9180","A024667A"
"9181","A030156"
"9182","C001743"
"9183","S009573"
"9184","S010480"
"9185","A007316"
"9186","A008698"
"9187","A009026"
"9188","A010289"
"9189","A007629"
"9190","A009484"
"9191","A007321"
"9192","S013336"
"9193","S002038"
"9194","A005696"
"9195","S001026"
"9196","C001265"
"9197","A013103"
"9198","A014165"
"9199","A031559"
"9200","D030312R"
"9201","C001919"
"9202","C004034"
"9203","D030525R"
"9204","A019943"
"9205","S013184"
"9206","A007886"
"9207","A030250"
"9208","S000964"
"9209","A022630"
"9210","A030728"
"9211","A006743"
"9212","A006927"
"9213","D029774R"
"9214","D029927R"
"9215","A011314"
"9216","A026017"
"9217","A020697"
"9218","A023438"
"9219","A026067"
"9220","A021867"
"9221","A017912"
"9222","S001604"
"9223","S009326"
"9224","A029478"
"9225","S013729"
"9226","A023227"
"9227","C000102"
"9228","A016003"
"9229","A017505"
"9230","A014849"
"9231","A014203"
"9232","A004023"
"9233","A008559"
"9234","C002141"
"9235","C004691"
"9236","C002345"
"9237","C004685"
"9238","A005004"
"9239","A005632"
"9240","A029045"
"9241","A015204"
"9242","A022132"
"9243","A018005"
"9244","A018005"
"9245","S008775"
"9246","C002904"
"9247","A003126"
"9248","A019710"
"9249","A019710"
"9250","A019007"
"9251","L031297"
"9252","S011530"
"9253","S008093"
"9254","A013512"
"9255","A009032"
"9256","C005626"
"9257","A015542"
"9258","S008971"
"9259","F004600S"
"9260","A000657"
"9261","A019749"
"9262","A019749A"
"9263","A019749B"
"9264","A007988I"
"9265","A029896"
"9266","S010544"
"9267","A025135"
"9268","A026949"
"9269","A024857"
"9270","A016529A"
"9271","S013354"
"9272","A018470"
"9273","A020149"
"9274","C002322"
"9275","C002335"
"9276","C002337"
"9277","A021832"
"9278","C002329"
"9279","C002334"
"9280","C002328"
"9281","C002320"
"9282","C002897"
"9283","A016542"
"9284","A012120"
"9285","C002895"
"9286","A018541"
"9287","C000919"
"9288","C001124"
"9289","C001125"
"9290","S002523"
"9291","A026007"
"9292","A025080"
"9293","S001031"
"9294","A020518"
"9295","A030915"
"9296","A017503"
"9297","A026160"
"9298","S009398"
"9299","A019796"
"9300","A011058"
"9301","A016212"
"9302","S011449"
"9303","A027659"
"9304","A015522"
"9305","X003230"
"9306","C000406"
"9307","A018371"
"9308","S000970"
"9309","A011450"
"9310","C002324"
"9311","C002333"
"9312","C002327"
"9313","C002331"
"9314","C002313"
"9315","C002325"
"9316","A010529"
"9317","A020521"
"9318","S011057"
"9319","A008177"
"9320","A008794"
"9321","A005631"
"9322","A017142"
"9323","A010504"
"9324","A016132"
"9325","S012434"
"9326","S013880"
"9327","S008896"
"9328","A023216"
"9329","C001648"
"9330","C005439"
"9331","L031243"
"9332","S004941"
"9333","A012087"
"9334","A017108"
"9335","A009807"
"9336","A010181"
"9337","A014946"
"9338","A021898"
"9339","S000037"
"9340","A025974"
"9341","A023514"
"9342","A012313"
"9343","C000904"
"9344","C000732"
"9345","A015649"
"9346","A026007"
"9347","A011909"
"9348","D029880R"
"9349","S000317"
"9350","A015363"
"9351","A017992"
"9352","A027871"
"9353","A026575"
"9354","S009608"
"9355","S013389"
"9356","A019796"
"9357","A031175"
"9358","S000969"
"9359","A004717"
"9360","S006297"
"9361","A031176"
"9362","A008830"
"9363","A031572"
"9364","A013001"
"9365","A012115"
"9366","A030169"
"9367","A021702"
"9368","A019749"
"9369","A028616"
"9370","F003644S"
"9371","S001252"
"9372","S013113"
"9373","S013640"
"9374","S001583"
"9375","S008739"
"9376","S010723"
"9377","A001024"
"9378","A031558"
"9379","A009129"
"9380","C005357"
"9381","C001313"
"9382","A010398"
"9383","C005360"
"9384","A026940"
"9385","C001209"
"9386","S004381"
"9387","A014803"
"9388","A028170"
"9389","A028170"
"9390","A028170"
"9391","S014396"
"9392","S008916"
"9393","S004949"
"9394","A031161"
"9395","A013920"
"9396","A028630"
"9397","S012418"
"9398","S012550"
"9399","A021708"
"9400","A018214"
"9401","D029758R"
"9402","S000285"
"9403","C003137"
"9404","L031243"
"9405","S010336"
"9406","A018469"
"9407","S008099"
"9408","A023945"
"9409","A015996"
"9410","A025963"
"9411","A031176"
"9412","A020856"
"9413","S012425"
"9414","A028821"
"9415","A017141"
"9416","C002536"
"9417","A015975"
"9418","A012470B"
"9419","A012470"
"9420","A001765B"
"9421","S012428"
"9422","A007988"
"9423","C004583"
"9424","C005361"
"9425","D030749R"
"9426","S005498"
"9427","A015697"
"9428","A015298"
"9429","S010486"
"9430","S010483"
"9431","S013885"
"9432","S015471"
"9433","A013953"
"9434","A029107"
"9435","S009684"
"9436","S013921"
"9437","A022478"
"9438","S011158"
"9439","A003910"
"9440","A009310"
"9441","S012500"
"9442","S011064"
"9443","A023690"
"9444","A027699"
"9445","A026510"
"9446","A022969"
"9447","A024638"
"9448","C005582"
"9449","A003290B"
"9450","S009506"
"9451","S009505"
"9452","C001208"
"9453","A020399"
"9454","A020091"
"9455","A016995"
"9456","A026387"
"9457","S001607"
"9458","S011529"
"9459","S011534"
"9460","S002056"
"9461","S011533"
"9462","A026009"
"9463","A015282"
"9464","A030332"
"9465","S014212"
"9466","A006286"
"9467","S009092"
"9468","A023673"
"9469","A013237"
"9470","A020794"
"9471","A006743"
"9472","A023315"
"9473","A023315"
"9474","A023591"
"9475","A020251"
"9476","A027302"
"9477","A011596"
"9478","A020251"
"9479","A023591"
"9480","A019007"
"9481","D031479R"
"9482","A019007"
"9483","A024842"
"9484","A004951"
"9485","A009561"
"9486","A019007"
"9487","S012958"
"9488","A025669"
"9489","A022594"
"9490","S007708"
"9491","A001659"
"9492","C005583"
"9493","C001960"
"9494","D030530R"
"9495","A027909"
"9496","A018176"
"9497","C002893"
"9498","A012154"
"9499","A018005"
"9500","C001311"
"9501","S009565"
"9502","C001952"
"9503","A011354"
"9504","A024806"
"9505","A012270"
"9506","A028615"
"9507","S008894"
"9508","A010500"
"9509","S000940"
"9510","A010162"
"9511","A022130"
"9512","S000945"
"9513","S000063"
"9514","S009677"
"9515","A026028"
"9516","A015746"
"9517","A020285"
"9518","A019762"
"9519","A002824"
"9520","A010787"
"9521","S008493"
"9522","S001592"
"9523","A023581"
"9524","A019296"
"9525","A020506"
"9526","A014800"
"9527","C000719"
"9528","S011532"
"9529","C001951"
"9530","A019881"
"9531","D029570R"
"9532","S010793"
"9533","F011021S"
"9534","S003641"
"9535","A017504"
"9536","S001801"
"9537","C005334"
"9538","S011463"
"9539","S010087"
"9540","S010088"
"9541","A001659"
"9542","S010542"
"9543","S013560"
"9544","A023201"
"9545","A006743"
"9546","A013566"
"9547","A021495"
"9548","A015411"
"9549","A015981"
"9550","A023828"
"9551","D030529R"
"9552","A021285"
"9553","A014110"
"9554","A027257"
"9555","S010248"
"9556","C002347"
"9557","X003131"
"9558","S013356"
"9559","S000646"
"9560","S010992"
"9561","S004469"
"9562","A019437"
"9563","A023977"
"9564","C002315"
"9565","S011547"
"9566","C002317"
"9567","A020503"
"9568","A015025"
"9569","S013783"
"9570","A020506"
"9571","C000723"
"9572","A020614"
"9573","S008391"
"9574","C004146"
"9575","A021945"
"9576","A010126"
"9577","S008344"
"9578","S013566"
"9579","D029839R"
"9580","A028897"
"9581","A024439"
"9582","A014649"
"9583","A012412"
"9584","A001615"
"9585","S008314"
"9586","A026117"
"9587","C003140"
"9588","S010014"
"9589","A026117"
"9590","S001800"
"9591","A026073"
"9592","S008711"
"9593","A019003"
"9594","A022647"
"9595","S007899"
"9596","A011349"
"9597","S010339"
"9598","S009026"
"9599","A001615"
"9600","S001302"
"9601","A023305"
"9602","C005428"
"9603","S007386"
"9604","S013680"
"9605","S013646"
"9606","A020009"
"9607","A016092"
"9608","A025105"
"9609","A023082"
"9610","S008868"
"9611","A027638"
"9612","C003834"
"9613","A025719"
"9614","A006229"
"9615","A002753"
"9616","S010792"
"9617","S010791"
"9618","A014179"
"9619","A026684"
"9620","S007864"
"9621","S008359"
"9622","A026926"
"9623","A000230B"
"9624","A015345"
"9625","A014961"
"9626","A015415"
"9627","A014962"
"9628","A021865"
"9629","A030359"
"9630","A030074"
"9631","S004686"
"9632","A027513"
"9633","A004355A"
"9634","A000742"
"9635","A004355"
"9636","L031242"
"9637","A018085"
"9638","S012537"
"9639","A015178"
"9640","S002841"
"9641","A027043"
"9642","A029896"
"9643","A027042"
"9644","A026909"
"9645","A022419"
"9646","A016489"
"9647","S003704"
"9648","S008737"
"9649","A019591"
"9650","A022257"
"9651","S000237"
"9652","C004617"
"9653","C004621"
"9654","A017231"
"9655","A025801"
"9656","S013182"
"9657","C005116"
"9658","S011493"
"9659","A029380"
"9660","A019105"
"9661","A022830"
"9662","S001267"
"9663","A017922"
"9664","A019090"
"9665","A017185"
"9666","S001270"
"9667","S013653"
"9668","S000901"
"9669","C001807"
"9670","A020899"
"9671","S013656"
"9672","S009346"
"9673","S010531"
"9674","S007059"
"9675","F003441S"
"9676","C004676"
"9677","S009458"
"9678","S013148"
"9679","S008305"
"9680","A019611"
"9681","C006054"
"9682","S009066"
"9683","S012359"
"9684","A018703"
"9685","A002755"
"9686","F003379S"
"9687","S015108"
"9688","S015778"
"9689","S009135"
"9690","A024242"
"9691","S013679"
"9692","S001303"
"9693","D031654R"
"9694","A009770"
"9695","A020781C"
"9696","A001589"
"9697","A000576"
"9698","S011425"
"9699","A019977"
"9700","S010955"
"9701","S011300"
"9702","C001024"
"9703","A010769"
"9704","A012926"
"9705","S009950"
"9706","S012427"
"9707","A027799"
"9708","S009148"
"9709","A026416"
"9710","A026416"
"9711","A029455"
"9712","S009158"
"9713","A005644A"
"9714","A016212"
"9715","S014598"
"9716","A019796"
"9717","S004468"
"9718","L031242"
"9719","C004603"
"9720","A019830"
"9721","C004604"
"9722","A028186"
"9723","C004563"
"9724","D030296R"
"9725","A031161"
"9726","A031161"
"9727","C001190"
"9728","A011881"
"9729","A025792"
"9730","A025793"
"9731","A009760"
"9732","A007886"
"9733","C002949"
"9734","S004950"
"9735","S013169"
"9736","C000410"
"9737","A010951"
"9738","A014685"
"9739","S011464"
"9740","A025226"
"9741","A000763"
"9742","A000576"
"9743","A026137"
"9744","C000130"
"9745","A012622"
"9746","A031572"
"9747","A029356"
"9748","A029355"
"9749","A024336"
"9750","A018590"
"9751","A017140"
"9752","A023318"
"9753","A029356"
"9754","C001739"
"9755","A024620"
"9756","S013795"
"9757","A003247"
"9758","C001280"
"9759","A030352"
"9760","A019825"
"9761","A012040"
"9762","S011460"
"9763","A021857"
"9764","A030239"
"9765","D031084R"
"9766","S015189"
"9767","A025310"
"9768","S008027"
"9769","S010954"
"9770","S010535"
"9771","C003935"
"9772","S006968"
"9773","A023939"
"9774","D030549R"
"9775","A014439"
"9776","A015338"
"9777","A022029"
"9778","S011531"
"9779","A011823"
"9780","A013512"
"9781","A009032"
"9782","C005800"
"9783","C000129"
"9784","A019185"
"9785","A031595"
"9786","A012624"
"9787","A016539"
"9788","A013675"
"9789","A016075"
"9790","A024876"
"9791","A007988"
"9792","D030478R"
"9793","A025582"
"9794","A025493"
"9795","C005351"
"9796","A015763"
"9797","A024814"
"9798","A011499"
"9799","A019749C"
"9800","A011499"
"9801","C000720"
"9802","C000728"
"9803","C000721"
"9804","A023191"
"9805","C004140"
"9806","C000718"
"9807","A030596"
"9808","C002318"
"9809","C002332"
"9810","C002319"
"9811","C002336"
"9812","C002312"
"9813","A019838"
"9814","A026282"
"9815","A025220"
"9816","S000965"
"9817","C001312"
"9818","A023535"
"9819","A023535"
"9820","A011274"
"9821","A017459"
"9822","D031152R"
"9823","A020251"
"9824","A019760"
"9825","A024799"
"9826","A019733"
"9827","A028922"
"9828","S012957"
"9829","C002467"
"9830","A018470"
"9831","A012105"
"9832","S000217"
"9833","A001422"
"9834","A021088"
"9835","S009109"
"9836","A016287"
"9837","C005815"
"9838","C002907"
"9839","A017872"
"9840","A025503"
"9841","A017887"
"9842","A030977"
"9843","C002339"
"9844","S014143"
"9845","A023201"
"9846","C001949"
"9847","A023345"
"9848","A023345"
"9849","A030728"
"9850","D030529R"
"9851","C001968"
"9852","A029211"
"9853","A030148"
"9854","C001956"
"9855","A019912"
"9856","A019911"
"9857","A019910"
"9858","A020290"
"9859","C002122"
"9860","A009651"
"9861","A015746"
"9862","A010164"
"9863","A014428C"
"9864","S008871"
"9865","A007988G"
"9866","A007988A"
"9867","S012426"
"9868","S000289"
"9869","C004584"
"9870","A026605"
"9871","A010398"
"9872","S013508"
"9873","D029854R"
"9874","D031329R"
"9875","A021554"
"9876","A004494"
"9877","A005719"
"9878","A018085"
"9879","D030810R"
"9880","S012423"
"9881","A028601"
"9882","A015975"
"9883","A017304"
"9884","A011618"
"9885","A008931"
"9886","A011389"
"9887","A026469"
"9888","A028455"
"9889","C004410"
"9890","D031197R"
"9891","C003136"
"9892","A029895"
"9893","C001656"
"9894","L031240"
"9895","C001655"
"9896","A030659"
"9897","S008604"
"9898","A027689"
"9899","A021366"
"9900","S004741"
"9901","L031217"
"9902","A031160"
"9903","L031217"
"9904","S008097"
"9905","A028417"
"9906","A010159"
"9907","C005603"
"9908","A002652B"
"9909","S014354"
"9910","A010973"
"9911","A030008"
"9912","A010974"
"9913","A009603"
"9914","A013349"
"9915","C002389"
"9916","C000905"
"9917","A021769"
"9918","A010983"
"9919","A021489"
"9920","S008100"
"9921","F004605S"
"9922","S008969"
"9923","A021942"
"9924","S008962"
"9925","A007988"
"9926","C005359"
"9927","S013117"
"9928","A011959"
"9929","A030234"
"9930","A022518"
"9931","A029885"
"9932","C005584"
"9933","S012544"
"9934","A013530"
"9935","A010598"
"9936","A009410"
"9937","C005577"
"9938","A013734"
"9939","S012956"
"9940","C002845"
"9941","A026410"
"9942","A023556"
"9943","A015975"
"9944","S014597"
"9945","S014904"
"9946","A027799"
"9947","A019796"
"9948","A019796"
"9949","A015184"
"9950","A027152"
"9951","A027958"
"9952","A022407"
"9953","A014773A"
"9954","S008091"
"9955","S008968"
"9956","A026417A"
"9957","S010514"
"9958","S011379"
"9959","A029404"
"9960","A013710"
"9961","A026989"
"9962","A025212"
"9963","A027767"
"9964","A016490"
"9965","A015496"
"9966","A029356"
"9967","A029464"
"9968","S012543"
"9969","C002535"
"9970","A030489"
"9971","A011864"
"9972","A011875A"
"9973","A016763"
"9974","C001079"
"9975","A016037"
"9976","A024296"
"9977","S010002"
"9978","A004026"
"9979","A004395"
"9980","C001917"
"9981","A006726"
"9982","A006726"
"9983","A005754"
"9984","A016539"
"9985","S000279"
"9986","A019512"
"9987","S001851"
"9988","A026098"
"9989","A015497"
"9990","A014789"
"9991","S005500"
"9992","A019796"
"9993","A006527"
"9994","A019796"
"9995","S014901"
"9996","S014166"
"9997","S009557"
"9998","A011881"
"9999","A025792"
"10000","A025793"
"10001","A001923"
"10002","A025973"
"10003","S013150"
"10004","A007989"
"10005","A006582"
"10006","A022102"
"10007","S000968"
"10008","A016212"
"10009","S008088"
"10010","S011357"
"10011","C000409"
"10012","A009868"
"10013","C004417"
"10014","A007108"
"10015","A029404"
"10016","S014512"
"10017","A031026"
"10018","S010397"
"10019","C004431"
"10020","S004342"
"10021","A025883"
"10022","S011393"
"10023","A019544"
"10024","C004434"
"10025","S010958"
"10026","A023001"
"10027","C004419"
"10028","S000522"
"10029","S013794"
"10030","S012540"
"10031","A019826"
"10032","A007018"
"10033","S014400"
"10034","A002011"
"10035","A004722"
"10036","A025380"
"10037","A030239"
"10038","A018512"
"10039","C001923"
"10040","A029482"
"10041","C000340"
"10042","A011464"
"10043","A006797"
"10044","A026026"
"10045","A009425"
"10046","A018071"
"10047","A030072"
"10048","A029482"
"10049","A028204"
"10050","A019792"
"10051","C000872"
"10052","C001285"
"10053","A028204"
"10054","A023104"
"10055","A014731"
"10056","A025930"
"10057","C001773"
"10058","A020368"
"10059","A023041"
"10060","A017571C"
"10061","S011044"
"10062","S004633"
"10063","A013103"
"10064","A013849"
"10065","C002646"
"10066","A029254"
"10067","F004737S"
"10068","A013849"
"10069","S010474"
"10070","S013901"
"10071","A020653"
"10072","D029894R"
"10073","A012344"
"10074","A021152"
"10075","A005970"
"10076","C005148"
"10077","A016092"
"10078","D030631R"
"10079","S013749"
"10080","A020794"
"10081","A000027"
"10082","A011314"
"10083","A021473"
"10084","A017437"
"10085","A013237"
"10086","S012592"
"10087","A010619"
"10088","A016320"
"10089","S009137"
"10090","S000961"
"10091","S000318"
"10092","C002316"
"10093","A020647"
"10094","S009897"
"10095","A005734"
"10096","A020646"
"10097","C003849"
"10098","F007999S"
"10099","A008188"
"10100","A009736"
"10101","A009735"
"10102","A008565"
"10103","A005110"
"10104","A005109"
"10105","XC002472"
"10106","A010038"
"10107","A026082"
"10108","A029438"
"10109","A030250"
"10110","S013978"
"10111","C003418"
"10112","A001725"
"10113","A025406"
"10114","S010459"
"10115","A011885"
"10116","A016515"
"10117","C003419"
"10118","A014787B"
"10119","A018106"
"10120","C005171"
"10121","A029223"
"10122","XC002289"
"10123","A031596"
"10124","A012624"
"10125","A031191"
"10126","A019977"
"10127","A023838"
"10128","A019886"
"10129","A022646"
"10130","A010739"
"10131","A031070"
"10132","A000763"
"10133","C001143"
"10134","S010477"
"10135","F011139S"
"10136","A026515A"
"10137","C005801"
"10138","S011491"
"10139","C005581"
"10140","A018084"
"10141","S008101"
"10142","C005585"
"10143","A014686"
"10144","A010769"
"10145","A010905"
"10146","C000418"
"10147","A024904"
"10148","S014213"
"10149","S014993"
"10150","A012125"
"10151","C000733"
"10152","C005352"
"10153","C002892"
"10154","C001955"
"10155","A030225"
"10156","A017860"
"10157","A010442"
"10158","S001894"
"10159","A016792A"
"10160","A016792C"
"10161","A026703"
"10162","A027976"
"10163","A012272"
"10164","A010161"
"10165","A021079"
"10166","A005631"
"10167","A015205"
"10168","A013323"
"10169","A028403"
"10170","A028395"
"10171","A002372"
"10172","A005270"
"10173","S009978"
"10174","A025542"
"10175","A022333"
"10176","A010839"
"10177","A027382"
"10178","A009095"
"10179","A029264"
"10180","A027382"
"10181","A000190"
"10182","A007988E"
"10183","S001216"
"10184","A009737"
"10185","S008965"
"10186","A016064"
"10187","A022710"
"10188","L031442"
"10189","A002190"
"10190","A016212"
"10191","C001524"
"10192","A017210"
"10193","S003238"
"10194","A031160"
"10195","S011540"
"10196","A013203"
"10197","A016028"
"10198","A013139"
"10199","S004238"
"10200","S011539"
"10201","A013311"
"10202","S008964"
"10203","C002538"
"10204","A016212"
"10205","S014601"
"10206","S014905"
"10207","A016212"
"10208","A019796"
"10209","S003540"
"10210","S011157"
"10211","C004033"
"10212","A027799"
"10213","S004915"
"10214","A011854"
"10215","A006348"
"10216","S004379"
"10217","A014430"
"10218","C002348"
"10219","S013353"
"10220","C003854"
"10221","A029670"
"10222","A023225"
"10223","C003852"
"10224","C003851"
"10225","C002350"
"10226","A018217"
"10227","F008528S"
"10228","C002906"
"10229","A012734"
"10230","A012734"
"10231","A005632A"
"10232","A025601"
"10233","C004608"
"10234","A017501"
"10235","A011157"
"10236","A011766"
"10237","S015820"
"10238","S009201"
"10239","A014198"
"10240","D029798R"
"10241","A019796"
"10242","S005489"
"10243","A016212"
"10244","D029798R"
"10245","S004947"
"10246","A021763"
"10247","S001045"
"10248","A023216"
"10249","A015095"
"10250","XC001845"
"10251","S008261"
"10252","A020713"
"10253","A019251"
"10254","S010038"
"10255","A030143"
"10256","C003933"
"10257","A015028"
"10258","A022009"
"10259","A029067"
"10260","C001741"
"10261","A022874"
"10262","S009372"
"10263","S009512"
"10264","S009351"
"10265","S009389"
"10266","A022102"
"10267","C001742"
"10268","A000576"
"10269","A031436"
"10270","C000407"
"10271","A012338"
"10272","A018084"
"10273","A027768"
"10274","S014543"
"10275","A029429"
"10276","A031026"
"10277","S004948"
"10278","S002333"
"10279","A024683"
"10280","A022821A"
"10281","A023549"
"10282","A023549A"
"10283","A022821"
"10284","A028561"
"10285","S009520"
"10286","C005147"
"10287","A015587"
"10288","A012230B"
"10289","A023106"
"10290","A020448"
"10291","A001056"
"10292","A007641B"
"10293","A001413"
"10294","A025727"
"10295","A000534"
"10296","A015572"
"10297","A001203"
"10298","A007641D1"
"10299","A007641D3"
"10300","F005508S"
"10301","A013718"
"10302","A018154"
"10303","A011925"
"10304","A011926"
"10305","A030385"
"10306","C005586"
"10307","C001351"
"10308","S008094"
"10309","A014428B"
"10310","A023012"
"10311","A024641"
"10312","A021703"
"10313","S012535"
"10314","S014398"
"10315","A027518"
"10316","S015008"
"10317","C001514"
"10318","S008406"
"10319","A024440"
"10320","S000728"
"10321","A023047"
"10322","A014649"
"10323","C001507"
"10324","C001506"
"10325","A014649"
"10326","A014649"
"10327","A011888A"
"10328","A011888"
"10329","A011888B"
"10330","A007925"
"10331","A001589"
"10332","C004421"
"10333","A000576"
"10334","S008957"
"10335","S013927"
"10336","A014194"
"10337","S009951"
"10338","A013956"
"10339","A014113"
"10340","A002142"
"10341","A014112"
"10342","A014112"
"10343","S000219"
"10344","A022467"
"10345","A028685"
"10346","C004143"
"10347","A022385"
"10348","S009898"
"10349","C000726"
"10350","A006412"
"10351","A025717"
"10352","C000717"
"10353","C002469"
"10354","C001189"
"10355","L031412"
"10356","A026809"
"10357","A010503"
"10358","A024758"
"10359","S008426"
"10360","A009737"
"10361","A007988E"
"10362","A014428A"
"10363","C001364"
"10364","A023224"
"10365","C004602"
"10366","A022407"
"10367","A031161"
"10368","A020713"
"10369","A016517"
"10370","A005632A"
"10371","D029821R"
"10372","A024416"
"10373","S005065"
"10374","A026876"
"10375","A006904"
"10376","A017502"
"10377","A022946"
"10378","A012363"
"10379","A029879"
"10380","A016985"
"10381","A029879"
"10382","C004560"
"10383","A025976"
"10384","A026604"
"10385","S004944"
"10386","A026141"
"10387","A011899"
"10388","A015616"
"10389","S000280"
"10390","A019325"
"10391","A004597"
"10392","A021880"
"10393","C004428"
"10394","C004556"
"10395","C004422"
"10396","A018024"
"10397","L031236"
"10398","C005434"
"10399","S000397"
"10400","C001916"
"10401","A013146"
"10402","A020877"
"10403","A003069"
"10404","A004889"
"10405","A015706"
"10406","A030976"
"10407","S000018"
"10408","A026778"
"10409","C005587"
"10410","C004564"
"10411","C004600"
"10412","A028929"
"10413","S012907"
"10414","S011538"
"10415","S009566"
"10416","A024416"
"10417","A018284"
"10418","A020714"
"10419","A015204"
"10420","A015574"
"10421","A028605"
"10422","S012311"
"10423","A018541"
"10424","A015758"
"10425","A001763"
"10426","A001758"
"10427","A012470A"
"10428","C004562"
"10429","S013474"
"10430","A019547"
"10431","C000146"
"10432","A025976"
"10433","A019796"
"10434","S000768"
"10435","A016212"
"10436","A028660"
"10437","C004412"
"10438","A022040"
"10439","S005461"
"10440","C002899"
"10441","A012700"
"10442","C002896"
"10443","C002891"
"10444","A026640"
"10445","S014175"
"10446","A028615"
"10447","S007916"
"10448","S004068"
"10449","C003833"
"10450","C002900"
