"","APPL_ID"
"3632","S021928"
"3633","S021929"
"3634","S021930"
"3635","S021931"
"3636","S021932"
"3637","S021933"
"3638","S021934"
"3639","S019180"
"3640","S024053"
"3641","S024054"
"3642","S024055"
"3643","S024056"
"3644","S024057"
"3645","S024058"
"3646","S024071"
"3647","S024073"
"3648","S024076"
"3649","S024077"
"3650","S020072"
"3651","S019087"
"3652","S020818"
"3653","S020819"
"3654","S020820"
"3655","S020822"
"3656","S019362"
"3657","S019380"
"3658","S021195"
"3659","S021447"
"3660","S021449"
"3661","S021454"
"3662","S021490"
"3663","S021492"
"3664","S021495"
"3665","S021500"
"3666","S021501"
"3667","S020508"
"3668","S021446"
"3669","S020509"
"3670","S020516"
"3671","S016517"
"3672","S019181"
"3673","S019183"
"3674","S019194"
"3675","S019198"
"3676","S021729"
"3677","S015969"
"3678","S015970"
"3679","S015972"
"3680","S015973"
"3681","S018802"
"3682","S018804"
"3683","S021075"
"3684","S019142"
"3685","S019171"
"3686","S019162"
"3687","S019201"
"3688","S019204"
"3689","S019414"
"3690","S019921"
"3691","S019868"
"3692","S019870"
"3693","S019874"
"3694","S019632"
"3695","S019633"
"3696","S019639"
"3697","S019644"
"3698","S020331"
"3699","S020330"
"3700","S018414"
"3701","S020868"
"3702","S020870"
"3703","A012138B"
"3704","S017772"
"3705","A012073A"
"3706","S021863"
"3707","S021864"
"3708","S021866"
"3709","S021547"
"3710","S021548"
"3711","S019563"
"3712","A014113"
"3713","S020201"
"3714","S020204"
"3715","S019492"
"3716","S019216"
"3717","S021161"
"3718","S017418"
"3719","S018006"
"3720","S018018"
"3721","S018059"
"3722","S018373"
"3723","S018096"
"3724","S017640"
"3725","S017774"
"3726","S019056"
"3727","S020256"
"3728","S019059"
"3729","S019544"
"3730","S017505"
"3731","S019895"
"3732","S019638"
"3733","S019635"
"3734","S021235"
"3735","S021236"
"3736","S021237"
"3737","S021240"
"3738","S021241"
"3739","S021242"
"3740","S021256"
"3741","S021257"
"3742","S016511"
"3743","A012073A"
"3744","A012073B"
"3745","S019243"
"3746","S019246"
"3747","S019247"
"3748","S019249"
"3749","S018767"
"3750","S018768"
"3751","S018770"
"3752","S018773"
"3753","S018774"
"3754","S018776"
"3755","S018782"
"3756","S018785"
"3757","S021462"
"3758","S021646"
"3759","S020008"
"3760","S019115"
"3761","S019794"
"3762","S019836"
"3763","S019837"
"3764","S019838"
"3765","S019841"
"3766","S019358"
"3767","S020992"
"3768","S020994"
"3769","S020993"
"3770","S020983"
"3771","S020984"
"3772","S016595"
"3773","S022290"
"3774","S016689"
"3775","S016697"
"3776","S018495"
"3777","S018454"
"3778","S018452"
"3779","S018425"
"3780","S018427"
"3781","S018430"
"3782","S018433"
"3783","S018428"
"3784","L031913"
"3785","L031913"
"3786","S018402"
"3787","S018411"
"3788","S020481"
"3789","S021404"
"3790","S020012"
"3791","S020013"
"3792","S021069"
"3793","S021068"
"3794","S021086"
"3795","S021087"
"3796","S018817"
"3797","S018816"
"3798","S018819"
"3799","S018820"
"3800","S020640"
"3801","S020890"
"3802","S020891"
"3803","S020810"
"3804","S020811"
"3805","S019758"
"3806","S016991"
"3807","S017010"
"3808","S017013"
"3809","S017018"
"3810","S018690"
"3811","S018693"
"3812","S020969"
"3813","S018801"
"3814","S016813"
"3815","S021245"
"3816","S016814"
"3817","S021246"
"3818","S021247"
"3819","S021248"
"3820","S021249"
"3821","S021250"
"3822","S017053"
"3823","S019219"
"3824","S019271"
"3825","S019276"
"3826","S019089"
"3827","S021630"
"3828","S021631"
"3829","S019290"
"3830","S019170"
"3831","S019173"
"3832","S021022"
"3833","S019265"
"3834","S019333"
"3835","S019334"
"3836","S020496"
"3837","S016541"
"3838","S016542"
"3839","S016543"
"3840","S016544"
"3841","S016545"
"3842","S016546"
"3843","S016549"
"3844","S019878"
"3845","S019686"
"3846","S019096"
"3847","S019554"
"3848","S019552"
"3849","S019564"
"3850","S019561"
"3851","S019567"
"3852","S019578"
"3853","S019557"
"3854","S020484"
"3855","S020497"
"3856","S020500"
"3857","S016574"
"3858","S016577"
"3859","S020524"
"3860","S016506"
"3861","S016508"
"3862","S016516"
"3863","S019446"
"3864","S019462"
"3865","S019463"
"3866","S019464"
"3867","S019432"
"3868","S019907"
"3869","S019910"
"3870","S019913"
"3871","S020009"
"3872","S019469"
"3873","S019475"
"3874","S019489"
"3875","S019497"
"3876","S019098"
"3877","S018606"
"3878","S018613"
"3879","S020503"
"3880","S020507"
"3881","S018635"
"3882","S018829"
"3883","S018164"
"3884","S018639"
"3885","S022324"
"3886","S022325"
"3887","S020901"
"3888","S020902"
"3889","S020904"
"3890","S019343"
"3891","S019345"
"3892","S019347"
"3893","S019348"
"3894","S019350"
"3895","S018933"
"3896","S018934"
"3897","S018937"
"3898","S018939"
"3899","S018940"
"3900","S018942"
"3901","S018943"
"3902","S018945"
"3903","S018946"
"3904","S019158"
"3905","S017773"
"3906","S019466"
"3907","S020007"
"3908","S020526"
"3909","S020085"
"3910","S020089"
"3911","S020092"
"3912","NJ00054"
"3913","S020532"
"3914","S020093"
"3915","S020534"
"3916","S020095"
"3917","S020099"
"3918","S020132"
"3919","S020589"
"3920","S020590"
"3921","S018582"
"3922","S018840"
"3923","S018191"
"3924","S018855"
"3925","S019107"
"3926","S019108"
"3927","S018876"
"3928","S019109"
"3929","S018880"
"3930","S019090"
"3931","S019092"
"3932","S019095"
"3933","S020586"
"3934","S020587"
"3935","S020825"
"3936","S020827"
"3937","S020839"
"3938","S018177"
"3939","S018174"
"3940","S018844"
"3941","S019681"
"3942","S019684"
"3943","S019680"
"3944","S019636"
"3945","S020203"
"3946","S020216"
"3947","S019679"
"3948","S020403"
"3949","A024296C"
"3950","S018636"
"3951","S018647"
"3952","S020519"
"3953","S020648"
"3954","S020652"
"3955","S018961"
"3956","S019280"
"3957","S018400"
"3958","S018406"
"3959","S018424"
"3960","S019251"
"3961","S018449"
"3962","S019253"
"3963","S019583"
"3964","S019599"
"3965","S019582"
"3966","S021024"
"3967","S021025"
"3968","S021026"
"3969","S021027"
"3970","S021028"
"3971","S021037"
"3972","A031949"
"3973","A031949"
"3974","S020939"
"3975","S019399"
"3976","S020940"
"3977","S015928"
"3978","S020997"
"3979","S020998"
"3980","S018440"
"3981","S018446"
"3982","S018443"
"3983","S018439"
"3984","S018445"
"3985","S018169"
"3986","S019880"
"3987","S019883"
"3988","S019886"
"3989","S019889"
"3990","S019892"
"3991","S019641"
"3992","S020327"
"3993","S016596"
"3994","S016597"
"3995","S016598"
"3996","S018701"
"3997","S018746"
"3998","S018831"
"3999","S018643"
"4000","S018646"
"4001","S018834"
"4002","S018837"
"4003","S018167"
"4004","S019431"
"4005","S018645"
"4006","S020966"
"4007","S020889"
"4008","S021033"
"4009","S021034"
"4010","S021035"
"4011","S021036"
"4012","S019468"
"4013","S020566"
"4014","S020881"
"4015","S020567"
"4016","S020882"
"4017","S020568"
"4018","S020883"
"4019","S020885"
"4020","S020886"
"4021","S020588"
"4022","S020157"
"4023","S020156"
"4024","S020824"
"4025","S020459"
"4026","S020462"
"4027","S020467"
"4028","S020468"
"4029","S020471"
"4030","S020475"
"4031","S020479"
"4032","S020472"
"4033","S020473"
"4034","S020478"
"4035","S018405"
"4036","S020343"
"4037","S020332"
"4038","E000046"
"4039","S019821"
"4040","S019819"
"4041","S019823"
"4042","S019824"
"4043","S019825"
"4044","S018881"
"4045","S019111"
"4046","S019112"
"4047","S020569"
"4048","S019648"
"4049","S019651"
"4050","S019654"
"4051","S019657"
"4052","S019658"
"4053","S019660"
"4054","S019661"
"4055","S019663"
"4056","S019667"
"4057","S019669"
"4058","S019670"
"4059","S016496"
"4060","S022413"
"4061","S019341"
"4062","S017397"
"4063","S021243"
"4064","S021415"
"4065","S021417"
"4066","S021418"
"4067","S021356"
"4068","S021420"
"4069","S021421"
"4070","S020296"
"4071","S020300"
"4072","S020304"
"4073","S020307"
"4074","S020309"
"4075","S019415"
"4076","S019417"
"4077","S019425"
"4078","S019761"
"4079","S019538"
"4080","S019574"
"4081","S019576"
"4082","S019579"
"4083","S019584"
"4084","S019586"
"4085","S019678"
"4086","S019798"
"4087","S021252"
"4088","S021422"
"4089","S021360"
"4090","S021429"
"4091","S021959"
"4092","S021960"
"4093","S020444"
"4094","S020445"
"4095","S020513"
"4096","S020525"
"4097","S020529"
"4098","S020531"
"4099","S020533"
"4100","S020541"
"4101","S020545"
"4102","S020549"
"4103","S020553"
"4104","S021145"
"4105","S018703"
"4106","E000030"
"4107","S018795"
"4108","S018147"
"4109","S018796"
"4110","S018148"
"4111","S018798"
"4112","S018150"
"4113","S018152"
"4114","S018799"
"4115","S018156"
"4116","S019300"
"4117","S019303"
"4118","S019305"
"4119","S019306"
"4120","S019309"
"4121","S019308"
"4122","S019315"
"4123","S019318"
"4124","S019319"
"4125","S018906"
"4126","S018907"
"4127","S018911"
"4128","S018917"
"4129","S018922"
"4130","S019692"
"4131","S019741"
"4132","S019057"
"4133","S020286"
"4134","S020546"
"4135","S020547"
"4136","S020548"
"4137","S020551"
"4138","S021064"
"4139","S021065"
"4140","S021066"
"4141","S021067"
"4142","S021039"
"4143","S021117"
"4144","S021116"
"4145","S021115"
"4146","S021114"
"4147","S021113"
"4148","S021112"
"4149","S021111"
"4150","A028403"
"4151","S019828"
"4152","S019829"
"4153","S019830"
"4154","S019833"
"4155","S019796"
"4156","S019842"
"4157","S019843"
"4158","S020021"
"4159","S020022"
"4160","S018194"
"4161","S018197"
"4162","S018302"
"4163","S018305"
"4164","S018308"
"4165","S021589"
"4166","S020268"
"4167","S020188"
"4168","S020276"
"4169","S018231"
"4170","S018246"
"4171","S018249"
"4172","S018255"
"4173","S025267"
"4174","S021301"
"4175","S021302"
"4176","S021303"
"4177","S021304"
"4178","S021305"
"4179","S021816"
"4180","S021155"
"4181","S021158"
"4182","S021159"
"4183","S021122"
"4184","S021123"
"4185","S021410"
"4186","S021412"
"4187","S021129"
"4188","S021130"
"4189","S021131"
"4190","A001199B"
"4191","A001199A"
"4192","A001199A"
"4193","A012138A"
"4194","S018807"
"4195","S019764"
"4196","S019165"
"4197","S020601"
"4198","S019612"
"4199","S019613"
"4200","S019618"
"4201","S019620"
"4202","S019623"
"4203","S019624"
"4204","S019626"
"4205","S019629"
"4206","S019923"
"4207","S019930"
"4208","S019934"
"4209","S020002"
"4210","S019968"
"4211","S019927"
"4212","S019855"
"4213","S019858"
"4214","S019929"
"4215","S020120"
"4216","S021611"
"4217","S021613"
"4218","S021622"
"4219","S020490"
"4220","S021590"
"4221","S020985"
"4222","S020986"
"4223","S020987"
"4224","S020989"
"4225","S020995"
"4226","S020996"
"4227","S021015"
"4228","S021016"
"4229","S021017"
"4230","S021020"
"4231","S021021"
"4232","S016701"
"4233","S016729"
"4234","S019176"
"4235","S019102"
"4236","S019419"
"4237","S019434"
"4238","S019437"
"4239","S019440"
"4240","S020535"
"4241","S019588"
"4242","S019493"
"4243","S020536"
"4244","S019596"
"4245","S019551"
"4246","S020538"
"4247","S021855"
"4248","S021856"
"4249","S021857"
"4250","S021858"
"4251","S018885"
"4252","S020842"
"4253","S021089"
"4254","S020485"
"4255","S020492"
"4256","S016802"
"4257","S016804"
"4258","S016805"
"4259","S016806"
"4260","S016808"
"4261","S021244"
"4262","S018120"
"4263","S018708"
"4264","S018123"
"4265","S018124"
"4266","S018126"
"4267","S018127"
"4268","S018412"
"4269","S018914"
"4270","S019767"
"4271","S019770"
"4272","S019773"
"4273","S019787"
"4274","S019788"
"4275","S019790"
"4276","S019793"
"4277","S019369"
"4278","S019371"
"4279","S019372"
"4280","S017055"
"4281","S017162"
"4282","S017286"
"4283","S019277"
"4284","S019250"
"4285","S018172"
"4286","S018448"
"4287","S018173"
"4288","S018175"
"4289","S018176"
"4290","S018451"
"4291","S019148"
"4292","S018466"
"4293","S018469"
"4294","S018494"
"4295","S022292"
"4296","S022294"
"4297","S022295"
"4298","S022296"
"4299","S022299"
"4300","S022301"
"4301","S022302"
"4302","S022303"
"4303","S022304"
"4304","S022305"
"4305","A021720"
"4306","A007217"
"4307","A025517"
"4308","S021772"
"4309","S020101"
"4310","S020104"
"4311","S018438"
"4312","S021101"
"4313","S021099"
"4314","S021098"
"4315","S021097"
"4316","S021096"
"4317","S021094"
"4318","NJ000087"
"4319","S021849"
"4320","S021095"
"4321","S021851"
"4322","S016551"
"4323","S016552"
"4324","S016582"
"4325","S016586"
"4326","S016589"
"4327","S016591"
"4328","S019600"
"4329","S019685"
"4330","S019602"
"4331","S019916"
"4332","S019605"
"4333","S019606"
"4334","S019609"
"4335","S019918"
"4336","S019919"
"4337","S019560"
"4338","S019591"
"4339","S019573"
"4340","S016899"
"4341","S016902"
"4342","S016903"
"4343","S020641"
"4344","S020645"
"4345","S020649"
"4346","S020653"
"4347","S020682"
"4348","S018553"
"4349","S018826"
"4350","S018578"
"4351","S018948"
"4352","S018951"
"4353","S018952"
"4354","S019121"
"4355","S019124"
"4356","S018899"
"4357","S018435"
"4358","S020614"
"4359","S019476"
"4360","S019479"
"4361","S020511"
"4362","S018623"
"4363","S018624"
"4364","S020073"
"4365","S020074"
"4366","S020518"
"4367","S020077"
"4368","S020530"
"4369","S020808"
"4370","S018572"
"4371","S018571"
"4372","S018597"
"4373","S018595"
"4374","S018594"
"4375","S018587"
"4376","S018584"
"4377","S018546"
"4378","S020574"
"4379","S020897"
"4380","S020578"
"4381","S020893"
"4382","S020582"
"4383","S020894"
"4384","S020895"
"4385","S020896"
"4386","S020585"
"4387","S018808"
"4388","S018810"
"4389","S018813"
"4390","S019258"
"4391","S019268"
"4392","S019482"
"4393","S019481"
"4394","S019486"
"4395","S019488"
"4396","S019495"
"4397","S019498"
"4398","S019683"
"4399","S019682"
"4400","S020814"
"4401","S020815"
"4402","S020817"
"4403","S017480"
"4404","S017403"
"4405","S020570"
"4406","S020571"
"4407","S018886"
"4408","S017779"
"4409","S018887"
"4410","S019114"
"4411","S019120"
"4412","S018894"
"4413","S018902"
"4414","S018903"
"4415","S019126"
"4416","S018949"
"4417","S018954"
"4418","A016823"
"4419","S004707"
"4420","A023956"
"4421","S015003"
"4422","A026522"
"4423","A021727"
"4424","A021644"
"4425","A018079"
"4426","A005880"
"4427","A025592"
"4428","C004511"
"4429","A027876"
"4430","A010449"
"4431","A025086"
"4432","A014390B"
"4433","A016724"
"4434","A013008"
"4435","A010529"
"4436","A020052"
"4437","A026074"
"4438","C002342"
"4439","A027273"
"4440","A003332"
"4441","S009033"
"4442","A002750"
"4443","A003550"
"4444","A029335"
"4445","A031155"
"4446","A024165"
"4447","A006887"
"4448","A004406"
"4449","A021007"
"4450","S001590"
"4451","S001591"
"4452","A027897"
"4453","A019733"
"4454","A022059"
"4455","A028118"
"4456","S019597"
"4457","S021093"
"4458","S020488"
"4459","S016477"
"4460","S016501"
"4461","S016502"
"4462","S016503"
"4463","S016504"
"4464","S019255"
"4465","S019231"
"4466","S020603"
"4467","S020604"
"4468","S020611"
"4469","S020612"
"4470","S020613"
"4471","S020642"
"4472","S020644"
"4473","S020664"
"4474","S020616"
"4475","S020678"
"4476","S019467"
"4477","E000046"
"4478","S021852"
"4479","S021854"
"4480","S018614"
"4481","S018549"
"4482","S018615"
"4483","S018545"
"4484","S018544"
"4485","S018543"
"4486","S016459"
"4487","S020690"
"4488","S021763"
"4489","S021764"
"4490","S021765"
"4491","S021408"
"4492","S021409"
"4493","S021951"
"4494","S021952"
"4495","S021954"
"4496","S021955"
"4497","S021956"
"4498","S021957"
"4499","S021958"
"4500","S020238"
"4501","S020248"
"4502","S020253"
"4503","S020254"
"4504","S020255"
"4505","S020257"
"4506","S019088"
"4507","S019673"
"4508","S019704"
"4509","S019706"
"4510","S019809"
"4511","S019710"
"4512","S019772"
"4513","S019776"
"4514","S019778"
"4515","S019780"
"4516","S019781"
"4517","S019783"
"4518","S019786"
"4519","S019789"
"4520","S019792"
"4521","S019795"
"4522","S019797"
"4523","S020395"
"4524","S020397"
"4525","S020398"
"4526","S020438"
"4527","S020439"
"4528","S020440"
"4529","S020441"
"4530","A015071"
"4531","S000216"
"4532","S000215"
"4533","C004706"
"4534","S000924"
"4535","A021974"
"4536","A021974"
"4537","S007963"
"4538","A018799"
"4539","A021109"
"4540","A017376"
"4541","A017375"
"4542","A015424"
"4543","A019394"
"4544","S009605"
"4545","S012889"
"4546","S001115"
"4547","S002311"
"4548","S003061"
"4549","A029620"
"4550","A029867"
"4551","A029620"
"4552","A030983"
"4553","A014396"
"4554","C003977"
"4555","S000842"
"4556","A026661"
"4557","S001106"
"4558","A025637"
"4559","S018550"
"4560","S018551"
"4561","S018617"
"4562","S018823"
"4563","S018630"
"4564","S018825"
"4565","S018556"
"4566","S018161"
"4567","S018162"
"4568","S018634"
"4569","S019749"
"4570","S019752"
"4571","S019755"
"4572","S019321"
"4573","S019322"
"4574","S018694"
"4575","S019327"
"4576","S018927"
"4577","S018928"
"4578","S018930"
"4579","S018871"
"4580","S019145"
"4581","S019146"
"4582","S019147"
"4583","S019150"
"4584","S019152"
"4585","S019155"
"4586","S020552"
"4587","S020556"
"4588","S020564"
"4589","S021110"
"4590","S021109"
"4591","S021108"
"4592","S021107"
"4593","S021105"
"4594","S021104"
"4595","S021102"
"4596","S016722"
"4597","S018747"
"4598","S020258"
"4599","S020259"
"4600","S020260"
"4601","S020261"
"4602","S020262"
"4603","S020263"
"4604","S020034"
"4605","S020036"
"4606","S020057"
"4607","S021403"
"4608","S018359"
"4609","S021597"
"4610","S021663"
"4611","S021664"
"4612","S021665"
"4613","S021666"
"4614","S021668"
"4615","S021675"
"4616","S017933"
"4617","S017937"
"4618","S017940"
"4619","S017951"
"4620","S017979"
"4621","S017989"
"4622","S020287"
"4623","S021137"
"4624","S021136"
"4625","S020961"
"4626","S020964"
"4627","S021469"
"4628","S018275"
"4629","A001199A"
"4630","A001199A"
"4631","S017754"
"4632","S021140"
"4633","S021141"
"4634","S021142"
"4635","C001097"
"4636","D029497R"
"4637","S015750"
"4638","A019719"
"4639","S012347"
"4640","A007818"
"4641","A016760"
"4642","A019239"
"4643","C002241"
"4644","A020949"
"4645","A004491"
"4646","A004598"
"4647","S013658"
"4648","S013573"
"4649","A020900"
"4650","S008056"
"4651","A019903"
"4652","S013616"
"4653","A014864"
"4654","S004962"
"4655","A019593"
"4656","C000574"
"4657","S008054"
"4658","S013631"
"4659","S004964"
"4660","F003700S"
"4661","XC000847"
"4662","A026877"
"4663","A029251"
"4664","S012382"
"4665","C004541"
"4666","A021231A"
"4667","A025603"
"4668","C005594"
"4669","S000928"
"4670","A019402"
"4671","A020850"
"4672","A019407"
"4673","S000929"
"4674","A019404"
"4675","S012353"
"4676","A025217"
"4677","S013683"
"4678","S004765"
"4679","C001428"
"4680","S001282"
"4681","S002868"
"4682","S019942"
"4683","S019960"
"4684","S019802"
"4685","S019804"
"4686","S019808"
"4687","S019811"
"4688","S019812"
"4689","S019814"
"4690","S019816"
"4691","S019818"
"4692","S019827"
"4693","S020105"
"4694","S020108"
"4695","S020112"
"4696","S018149"
"4697","S018155"
"4698","S018158"
"4699","S018188"
"4700","S021673"
"4701","A022669"
"4702","C001221"
"4703","D030607R"
"4704","A023570"
"4705","A016373D"
"4706","C004408"
"4707","S012398"
"4708","A016373C"
"4709","A016373B"
"4710","C004407"
"4711","F003427S"
"4712","S000838"
"4713","A016373A"
"4714","F005210S"
"4715","A013823"
"4716","S013600"
"4717","S004743"
"4718","C005595"
"4719","A027129"
"4720","A027130"
"4721","C000167"
"4722","S008563"
"4723","S000697"
"4724","S000642"
"4725","A018826"
"4726","S000849"
"4727","A008997"
"4728","C005492"
"4729","A031001"
"4730","C004709"
"4731","S011353"
"4732","A010009"
"4733","A016151"
"4734","A006702"
"4735","A008178"
"4736","A008180"
"4737","S009980"
"4738","A010158"
"4739","A026553"
"4740","S014012"
"4741","S009184"
"4742","S008337"
"4743","S012937"
"4744","S012938"
"4745","S012903"
"4746","A002275"
"4747","S013330"
"4748","A005193"
"4749","S008559"
"4750","A022047"
"4751","A005629"
"4752","A020296"
"4753","A000892"
"4754","A030813"
"4755","A000462"
"4756","A023878"
"4757","S000856"
"4758","S000845"
"4759","A017531"
"4760","X003238"
"4761","A023877"
"4762","C001300"
"4763","C001296"
"4764","S008497"
"4765","A016999"
"4766","S014113"
"4767","A003794"
"4768","F003377S"
"4769","A015053"
"4770","S009190"
"4771","C005288"
"4772","A014865"
"4773","S013146"
"4774","A021772"
"4775","C002961"
"4776","S013778"
"4777","S008798"
"4778","S002531"
"4779","A017891"
"4780","S008112"
"4781","S001050"
"4782","S001609"
"4783","A027737"
"4784","A029752"
"4785","A026970"
"4786","A027005"
"4787","A004524"
"4788","S010548"
"4789","A021240"
"4790","A021240"
"4791","F026213"
"4792","F003742C"
"4793","S005170"
"4794","A010407"
"4795","A031051"
"4796","A031051"
"4797","C001317"
"4798","A015084"
"4799","S013614"
"4800","S003180"
"4801","S003181"
"4802","S013099"
"4803","A007370"
"4804","A015111"
"4805","S003138"
"4806","A018185"
"4807","C004635"
"4808","C001192"
"4809","A011695"
"4810","S001235"
"4811","C004390"
"4812","S014531"
"4813","S001232"
"4814","S001236"
"4815","S001847"
"4816","S001848"
"4817","A014905"
"4818","D031396R"
"4819","S010289"
"4820","A017169"
"4821","A026908"
"4822","S014766"
"4823","S014472"
"4824","A019555"
"4825","S010991"
"4826","S010850"
"4827","C005284"
"4828","S000154"
"4829","A020292B"
"4830","S014473"
"4831","S009970"
"4832","A022776"
"4833","C002453"
"4834","F004522S"
"4835","A015468"
"4836","S005230"
"4837","A003126"
"4838","A028032"
"4839","A028024"
"4840","S008998"
"4841","A025064"
"4842","A031052"
"4843","A028701"
"4844","A030562"
"4845","A016868"
"4846","S004145"
"4847","C002392"
"4848","A031072"
"4849","S015104"
"4850","A028702"
"4851","S008984"
"4852","S001084"
"4853","S013754"
"4854","F008514S"
"4855","C004313"
"4856","S014345"
"4857","S003003"
"4858","S004091"
"4859","C001804"
"4860","S013120"
"4861","S013101"
"4862","S009190"
"4863","S008755"
"4864","A026781"
"4865","A028544"
"4866","S010102"
"4867","A010136"
"4868","A017963"
"4869","S009186"
"4870","A021443"
"4871","A016950"
"4872","A020468"
"4873","A020303"
"4874","A019105"
"4875","A008631"
"4876","A030445"
"4877","A021307"
"4878","A019600"
"4879","S001886"
"4880","C000226"
"4881","S001283"
"4882","S008745"
"4883","S013575"
"4884","A023736"
"4885","S014119"
"4886","A029961"
"4887","A017069"
"4888","A017069"
"4889","A016910"
"4890","S013913"
"4891","A020727"
"4892","A017069"
"4893","A017069"
"4894","A017069"
"4895","A018823"
"4896","S012329"
"4897","S001254"
"4898","A017069"
"4899","A023409"
"4900","C003843"
"4901","A011585"
"4902","C004686"
"4903","C003845"
"4904","C003842"
"4905","C002354"
"4906","S012864"
"4907","A013676"
"4908","D030958R"
"4909","D030958R"
"4910","S012352"
"4911","A020925"
"4912","S012351"
"4913","A021537"
"4914","S000245"
"4915","A021312"
"4916","A029131"
"4917","A013972"
"4918","A026641"
"4919","F005212S"
"4920","A021976"
"4921","C000997"
"4922","A022333"
"4923","C001090"
"4924","A001179"
"4925","S004716"
"4926","A001270"
"4927","A002372"
"4928","A005137"
"4929","S025285"
"4930","A010153"
"4931","D031286R"
"4932","A025086"
"4933","A028680"
"4934","A003332"
"4935","S011483"
"4936","A020962"
"4937","A020511"
"4938","C002343"
"4939","A026074"
"4940","A027284"
"4941","A013723"
"4942","A012496"
"4943","A005667"
"4944","A014109"
"4945","A015223"
"4946","A024001"
"4947","S000829"
"4948","A025106"
"4949","F003439S"
"4950","C004714"
"4951","C005601"
"4952","S001022"
"4953","C004702"
"4954","C005846"
"4955","C004712"
"4956","A026559"
"4957","S008143"
"4958","C002088"
"4959","C002092"
"4960","S001352"
"4961","C005546"
"4962","C004719"
"4963","C004682"
"4964","C002095"
"4965","S002958"
"4966","A010588"
"4967","A009363"
"4968","A009364"
"4969","A025903"
"4970","A025737"
"4971","A025736"
"4972","A025903"
"4973","C001294"
"4974","C001293"
"4975","A013350"
"4976","A013350"
"4977","C001289"
"4978","S000847"
"4979","A026787"
"4980","F005149S"
"4981","S012317"
"4982","A030984"
"4983","A020726"
"4984","S012407"
"4985","C000461"
"4986","A027671"
"4987","A027504"
"4988","S011546"
"4989","S000857"
"4990","S000858"
"4991","A009726"
"4992","S012400"
"4993","C004406"
"4994","A025379"
"4995","A007155"
"4996","A029867"
"4997","S002883"
"4998","A025908"
"4999","A029867"
"5000","A000784"
"5001","S016014"
"5002","A021129"
"5003","D029585R"
"5004","S000721"
"5005","A014396"
"5006","A018999"
"5007","A018999"
"5008","C001578"
"5009","A026190"
"5010","A027527"
"5011","A030248"
"5012","S000502"
"5013","A019298"
"5014","A013676"
"5015","A001651"
"5016","A022338"
"5017","A015417A"
"5018","A018523B"
"5019","A019555"
"5020","A004022"
"5021","S010989"
"5022","S010970"
"5023","S015240"
"5024","C004718"
"5025","S001345"
"5026","S002960"
"5027","A020250"
"5028","C004683"
"5029","A020690"
"5030","A027465"
"5031","C000468"
"5032","A020689"
"5033","C001768"
"5034","S010123"
"5035","S010101"
"5036","S010104"
"5037","S010077"
"5038","A021448"
"5039","A015339"
"5040","S010098"
"5041","S009371"
"5042","S009350"
"5043","F027405"
"5044","A026015"
"5045","S009357"
"5046","C002885"
"5047","C005494"
"5048","S002908"
"5049","T030233"
"5050","C000554"
"5051","A030358B"
"5052","A025514"
"5053","A025513"
"5054","A030358"
"5055","A025517"
"5056","S012376"
"5057","A004122"
"5058","S001171"
"5059","S001170"
"5060","S010990"
"5061","S001169"
"5062","A014586"
"5063","A030581"
"5064","S011505"
"5065","A017186"
"5066","S010380"
"5067","S014699"
"5068","C000577"
"5069","A011193"
"5070","S014700"
"5071","S013627"
"5072","A004441"
"5073","A002186"
"5074","A003889"
"5075","A019033"
"5076","S001272"
"5077","S012385"
"5078","A022430"
"5079","A021979"
"5080","A023537"
"5081","A024574"
"5082","A029602"
"5083","A025182"
"5084","A024498"
"5085","A021231A"
"5086","A013995"
"5087","S008300"
"5088","S001321"
"5089","A004122"
"5090","S015749"
"5091","S015748"
"5092","A021840"
"5093","A014614"
"5094","A005626"
"5095","A009363"
"5096","A009364"
"5097","A017134"
"5098","A021304"
"5099","A031499"
"5100","S013659"
"5101","S014590"
"5102","A023714"
"5103","S014181"
"5104","F000202S"
"5105","A019606"
"5106","S013655"
"5107","S001288"
"5108","F000200S"
"5109","A030693"
"5110","S000899"
"5111","S004610"
"5112","A028567"
"5113","A028663"
"5114","A029619"
"5115","C000570"
"5116","S012334"
"5117","S001273"
"5118","A024944"
"5119","S010377"
"5120","S010376"
"5121","C005114"
"5122","A023684"
"5123","S013668"
"5124","S004968"
"5125","F007014S"
"5126","A025236"
"5127","A019414"
"5128","S012381"
"5129","A021231A"
"5130","L031322"
"5131","S000930"
"5132","S000841"
"5133","A023780"
"5134","S000732"
"5135","A024447"
"5136","A020288"
"5137","A009968"
"5138","A029674"
"5139","A024960"
"5140","S014201"
"5141","C000227"
"5142","C000224"
"5143","A024724"
"5144","A028502"
"5145","C005559"
"5146","C004517"
"5147","A020603"
"5148","A030838"
"5149","C001321"
"5150","A000770"
"5151","A000640"
"5152","A019621"
"5153","C000246"
"5154","A022925"
"5155","E000031"
"5156","A027390"
"5157","A027540"
"5158","S008297"
"5159","S003044"
"5160","F006247S"
"5161","A021346"
"5162","F008996S"
"5163","A022751"
"5164","A014090"
"5165","S013801"
"5166","A002372"
"5167","A020809"
"5168","A017066"
"5169","A029180"
"5170","A019723"
"5171","A020915"
"5172","S000934"
"5173","A028835"
"5174","A004856"
"5175","A025588"
"5176","S014356"
"5177","A002372"
"5178","S008852"
"5179","S008880"
